PMID,NCTID,CombnID,DLT_Name,Grade,Duration,DLT_Exculsion,Comments
30077789,NA,866,>1 week break in radiation because of radiation toxicity,NA,NA,NA,NA
30077789,NA,866,neutropenia (absolute neutrophil count [ANC] <500/uL),4,>5 days,NA,NA
30077789,NA,866,"thrombocytopenia (platelet count <50,000/uL)",3,>7 days,NA,NA
30077789,NA,866,"thrombocytopenia (platelet count <50,000/uL) associated with bleeding",3,NA,NA,NA
30077789,NA,866,"thrombocytopenia (platelet count <25,000/uL)",4,NA,NA,NA
15539916,NA,867,"platelets <25,000/mm3",NA,NA,NA,NA
15539916,NA,867,ANC <500/mm3,NA,>5 days,NA,NA
15539916,NA,867,ANC <500/mm3 associated with fever requiring antibiotics,NA,NA,NA,NA
15539916,NA,867,anemia,4,NA,NA,NA
15539916,NA,867,any nonhematologic toxicity,>=3,NA,FALSE,NA
33039812,NCT03294252,868,toxicity or unexpected post-operative complication,3 or 4,NA,NA,NA
34518310,NCT02366949,869,hematologic toxicity,4,>7 days,NA,NA
34518310,NCT02366949,869,febrile neutropenia,>3,>7 days,NA,NA
34518310,NCT02366949,869,nonhematologic toxicity,>=3,NA,NA,NA
29437791,NA,870,"any clinically relevant, nonhematologic, noninfectious toxicity attributed as probable or definitely related to CPI-613",>=3,NA,FALSE,NA
20445979,NA,871,non-hematologic toxicity,>=3,NA,FALSE,NA
20445979,NA,871,neutropenia,4,>=7 days,NA,NA
20445979,NA,871,febrile neutropenia (grade 3 neutropenia associated with fever >=38.5C),4,NA,NA,NA
20445979,NA,871,thrombocytopenia,4,NA,NA,NA
20445979,NA,871,bleeding requiring a platelet transfusion,NA,NA,NA,NA
20445979,NA,871,treatment delay of 14 days or greater because of treatment-related toxicity,NA,NA,NA,NA
19774342,NA,872,nonhematologic toxicity,3,NA,NA,NA
19774342,NA,872,hematologic toxicity,4,NA,NA,NA
9849448,NA,873,toxicity,>=3,NA,FALSE,NA
18493824,NA,874,toxicity that was attributable to the intraperitoneal administration of oxaliplatin,3,>=5 days,NA,NA
32816079,NA,875,any treatmentrelated hepatic toxicity,3 or 4,NA,NA,NA
32816079,NA,875,hematologic toxicity,>=4,NA,NA,NA
33602685,NCT2379247,876,NA,NA,NA,NA,DLT not defined
18394816,NA,877,systemic toxicities developed in 3 of 6 patients,3 or 4,NA,NA,NA
32037195,NCT01952249,878,NA,NA,NA,NA,DLT not defined
11281378,NA,879,ANC below 0.5 x 109/l,NA,>7 days,NA,NA
11281378,NA,879,platelets below 20 x 109/l requiring more than one platelet transfusion,NA,NA,NA,NA
11281378,NA,879,non-hematological toxicity,3 or 4,NA,FALSE,NA
16619562,NA,880,"any toxicity, with a neutrophil count <500 ml associated with fever persisting longer than 72 h in 50% of the patients",3 or 4,NA,NA,NA
16619562,NA,880,"Other toxicities, in particular neurotoxicity in at least 50% of the patients",3-Feb,NA,NA,NA
7544169,NA,881,major organ toxicity,>2,NA,NA,NA
7544169,NA,881,"nadir to < 500 neutrophils and < 25,000 platelets",NA,NA,NA,NA
7544169,NA,881,"failure of hematologic recovery (WBC >= 3,000, platelets >= 100,000) by day of CT administration",NA,NA,NA,NA
11283925,NCT01810718,882,hematologic toxicity,4,NA,NA,NA
11283925,NCT01810718,882,nonhematologic toxicity,>=3,NA,FALSE,NA
17681103,NA,883,neutropenia,4,>5 days,NA,NA
17681103,NA,883,neutropenia associated with fever/infection,4,NA,NA,NA
17681103,NA,883,thrombocytopenia associated with bleeding,3 or 4,NA,NA,NA
17681103,NA,883,nonhematologic toxicity,>=3,NA,FALSE,NA
17681103,NA,883,aspartate aminotransferase that returned to grade 2 or pretreatment values within 3 weeks.,3,NA,NA,NA
32520407,NCT00916630,884,any toxicity,4,NA,FALSE,NA
32520407,NCT00916630,884,"nonhematologic, non-neurologic toxicity",3,NA,FALSE,NA
34256279,NCT01677559,885,neutropenia,4,> 7 days,NA,NA
34256279,NCT01677559,885,Febrile neutropenia of any duration with temperature ≥ 38.5 °C,NA,NA,NA,NA
34256279,NCT01677559,885,thrombocytopenia,4,> 7 days,NA,NA
34256279,NCT01677559,885,fatigue,3,NA,NA,NA
34256279,NCT01677559,885,"nausea, vomiting, or anorexia that returns to Grade 1 prior to the start of Cycle 2",3 or 4,NA,NA,NA
34256279,NCT01677559,885,non-hematological laboratory abnormalities that resolve to grade 1 or baseline prior to the start of Cycle 2,3,NA,NA,NA
34256279,NCT01677559,885,"Any delay in treatment >14 days that is possibly, probably, or definitely related to study treatment",NA,NA,NA,NA
29720734,NCT02044796,886,non-hematologic toxicity,3,NA,FALSE,NA
29720734,NCT02044796,886,non-hematologic toxicity,>=4,NA,FALSE,NA
15205208,NA,887,neutropenia,4,>7 days,NA,NA
15205208,NA,887,febrile neutropenia (defined as grade 4 neutropenia with fever >38.58C and/or concomitant systemic infection),NA,NA,NA,NA
15205208,NA,887,thrombocytopenia,4,NA,NA,NA
15205208,NA,887,thrombocytopenia with bleeding requiring platelet transfusions,3,NA,NA,NA
15205208,NA,887,non-hematologic toxicity,>=3,NA,FALSE,NA
15205208,NA,887,elevated aspartate aminotransferase and alanine amino-transferase levels three or more times the baseline value,4,NA,NA,NA
15205208,NA,887,persistence of non-hematologic toxicity,>2,NA,FALSE,NA
17308894,NA,888,neurotoxicity,>=2,>2 weeks,NA,NA
17308894,NA,888,neurotoxicity of any type,3,NA,NA,NA
17308894,NA,888,other non-hematologic toxicity,>=3,NA,NA,NA
17308894,NA,888,neutropenia,4,>5 days,NA,NA
17308894,NA,888,neutropenia complicated by fever or infection,4,NA,NA,NA
17308894,NA,888,thrombocytopenia,4,NA,NA,NA
17308894,NA,888,inability to receive a second course of therapy within 2 weeks of day 29 for reasons of persistent toxicity,NA,NA,NA,NA
17308894,NA,888,inability to receive three weekly consecutive doses of the drug for toxicity reasons which were not dose-limiting,NA,NA,NA,NA
17538173,NA,889,neutropenia,4,>7 days,NA,NA
17538173,NA,889,thrombocytopenia,4,>7 days,NA,NA
17538173,NA,889,thrombocytopenia requiring platelet transfusion,NA,>7 days,NA,NA
17538173,NA,889,nonhematologic toxicity,3 or 4,NA,FALSE,NA
17538173,NA,889,"neuropathy that did not resolve before the next cycle of therapy, as was a delay in treatment  4 weeks",2,NA,NA,NA
30889492,NCT02848443,890,neutropenia,4,>7 days,NA,NA
30889492,NCT02848443,890,febrile neutropenia,>=3,NA,NA,NA
30889492,NCT02848443,890,thrombocytopenia if associated with bleeding,3,NA,NA,NA
30889492,NCT02848443,890,thrombocytopenia,4,NA,NA,NA
30889492,NCT02848443,890,"nausea, vomiting or diarrhoea  uncontrolled by optimal anti-emetic/anti-diarrhoeal support",>=3,lasting >48 h,NA,NA
30889492,NCT02848443,890,peripheral sensory neuropathy,>=3,NA,NA,NA
30889492,NCT02848443,890,Any other Non-haematological toxicity,>=3,NA,FALSE,NA
30889492,NCT02848443,890,Any drug-related toxicity leading to a >2-week delay in starting cycle 3 or preventing administration of >=80% of the planned cumulative dose of the combination during cycles 1 and 2,NA,NA,NA,NA
34272090,NCT02788708,891,study drug-related adverse events,NA,NA,NA,NA
15908652,NA,892,NA,NA,NA,NA,DLT not defined
33975862,NCT02630199,893,neutropenia (ANC <500 cells/mm3),4,>= 4 days,NA,NA
33975862,NCT02630199,893,febrile neutropenia,NA,NA,NA,NA
33975862,NCT02630199,893,neutropenia with documented infection,3,NA,NA,NA
33975862,NCT02630199,893,thrombocytopenia with bleeding requiring medical intervention,3,NA,NA,NA
33975862,NCT02630199,893,other hematologic toxicities,>=4,NA,NA,NA
33975862,NCT02630199,893,any non-hematologic toxicity,>=3,NA,NA,NA
33975862,NCT02630199,893,QTc prolongation of >500 ms,NA,NA,NA,NA
33975862,NCT02630199,893,"any other toxicity that was worse than at baseline, and was clinically significant and/or unacceptable, and did not respond to supportive care",NA,NA,NA,NA
31810960,UMIN 000010945,894,"neutropenia (neutrophils, <500/mm3)",4,NA,NA,NA
31810960,UMIN 000010945,894,febrile neutropenia,3 or 4,NA,NA,NA
31810960,UMIN 000010945,894,thrombocytopenia,4,NA,NA,NA
31810960,UMIN 000010945,894,thrombocytopenia requiring blood transfusion,3,NA,NA,NA
31810960,UMIN 000010945,894,non-hematological toxicity,3 or 4,NA,NA,NA
31810960,UMIN 000010945,894,other adverse events that led to discontinuation for at least 2 consecutive weeks,1,NA,NA,NA
16142489,NA,895,"local toxicity (mucositis, dysphagia, skin reaction, hoarseness, and xerostomia)",3,NA,NA,NA
16142489,NA,895,haematotoxicity,4,NA,NA,NA
33585999,NCT02041429,896,delay in ability to administer paclitaxel for more than 2 weeks due to toxicity,NA,NA,NA,NA
33585999,NCT02041429,896,"non-hematologic, non-hepatic organ toxicity not attributed to disease progression or another clearly identifed cause",>=3,NA,FALSE,NA
33585999,NCT02041429,896,thrombocytopenia,>=4,>24 h,NA,NA
33585999,NCT02041429,896,thrombocytopenia associated with clinically signifcant bleeding,>=4,NA,NA,NA
33585999,NCT02041429,896,neutropenia,>=4,>4 days,NA,NA
33585999,NCT02041429,896,neutropenia accompanied by fever (oral or tympanic temperature>100.4 °F or 38.0 °C),>=4,NA,NA,NA
33585999,NCT02041429,896,anemia,>=4,NA,NA,NA
33585999,NCT02041429,896,"total bilirubin, hepatic transaminase (ALT or AST), or alkaline phosphatase (ALP)",>=3,>72 h,NA,NA
33585999,NCT02041429,896,"patients with grade 2 hepatic transaminase at baseline as a result of liver metastases, only hepatic transaminase ≥ 10.0 X the upper limit of normal (ULN) lasting > 72 h",NA,NA,NA,NA
33585999,NCT02041429,896,"patients with grade 2 ALP at baseline as a result of bone or liver metastasis, only ALP ≥ 10 X ULN lasting > 72 h",NA,NA,NA,NA
31273010,NCT02316171,897,non-hematological toxicity judged to be clinically significant,>=3,>3 days,FALSE,NA
31273010,NCT02316171,897,"febrile neutropenia not related to underlying disease (defined as Grade 4 neutropenia with fever greater than 38.5C, both of which are sustained over a 24-hour period)",NA,NA,NA,NA
31273010,NCT02316171,897,"prolonged neutropenia (lasting 7 days or more, or with sepsis)",4,NA,FALSE,NA
31273010,NCT02316171,897,neutropenic infection (Grade 3 or greater neutropenia with Grade 3 or greater infection),NA,NA,NA,NA
31273010,NCT02316171,897,thrombocytopenia with bleeding,>=3,NA,NA,NA
31273010,NCT02316171,897,thrombocytopenia,4,>=7 days,NA,NA
10213209,NA,899,"hepatic function, metabolic disorders, vascular diseases, loss of appetite, and alopecia",4,NA,NA,NA
10213209,NA,899,hematological parameters,3,NA,NA,NA
10213209,NA,899,"coagulation parameters; stomatitis; diarrhea; gastritis; gastrointestinal tract ulcers; mucositis; diseases of the lung, kidneys, urinary tract, skin, eyes, and ears; and neurological or autoimmune disorders",3,NA,NA,NA
8157471,NA,900,nadir ANC < 500 mm 3,NA,>=5 days,NA,occurring in three or more of five patients
8157471,NA,900,nadir platelet count of < 25000 mm 3,NA,>=5 days,NA,NA
8157471,NA,900,nonhematologic toxicity,3,NA,NA,NA
8157471,NA,900,evidence of cardiac toxicity documented by a drop in LVEF > 15% from baseline or development of any clinically significant cardiac abnormality,NA,NA,NA,NA
8157471,NA,900,delay of therapy >= 7 days due to toxicity,NA,NA,NA,NA
18463792,NA,901,absolute granulocyte count <0.5×109 per liter,4,>7 days,NA,NA
18463792,NA,901,absolute granulocyte count <0.5×109 per liter associated with fever or infection,4,NA,NA,NA
18463792,NA,901,thrombocytopenia,4,NA,NA,NA
18463792,NA,901,thrombocytopenia with bleeding,3,NA,NA,NA
18463792,NA,901,nonhematologic toxicity that represented at least a twograde increase over the baseline,>=3,NA,FALSE,NA
18463792,NA,901,an inability to receive the second dose of treatment within 2 weeks of schedule due to drug-related toxicity,NA,NA,NA,NA
10829050,NA,902,"diarrhea, mucositis, or thrombocytopenia",3,NA,NA,NA
10829050,NA,902,leukoneutropenia,4,NA,NA,NA
10829050,NA,902,any other toxicity,>=2,NA,FALSE,NA
32918791,UMIN000012531,903,pneumonitis,3 or 4,NA,NA,NA
32918791,UMIN000012531,903,febrile neutropenia,3 or 4,NA,NA,NA
32918791,UMIN000012531,903,other nonhematologic toxicities,3 or 4,NA,NA,NA
32918791,UMIN000012531,903,thrombocytopenia,4,NA,NA,NA
32918791,UMIN000012531,903,any unresolved toxicity requiring a second consecutive skip in the administration of weekly nab-PTX or a delay of >2 weeks in the second cisplatin administration,NA,NA,NA,NA
32918791,UMIN000012531,903,any toxicity necessitating a delay of >2 weeks in the completion of radiotherapy,NA,NA,NA,NA
11208839,NA,904,neutropenia,4,>7 days,NA,NA
11208839,NA,904,neutropenia with fever,3 or 4,>3 days,NA,NA
11208839,NA,904,thrombocytopenia,3,NA,NA,NA
11208839,NA,904,nonhematologic toxicity,3 or 4,NA,FALSE,NA
11208839,NA,904,"failure to recover neutrophil or PLT counts to >= 1.5 x 109/L and 100 x 109/L, respectively, on day 28 of treatment",NA,NA,NA,NA
8656247,NA,905,NA,NA,NA,NA,DLT not defined
10506618,NA,906,"a WBC count less than 1,000/µL",NA,>4 days,NA,NA
10506618,NA,906,"a PLT count of less than 25,000/µL",NA,NA,NA,NA
10506618,NA,906,febrile neutropenia,4,>3 days,NA,NA
10506618,NA,906,nonhematologic toxicities that met World Health Organization (WHO) criteria,3,NA,FALSE,NA
32803633,NCT01973309,907,"nonhematologic, non-hepatic AEs",>=3,NA,FALSE,NA
32803633,NCT01973309,907,thrombocytopenia,>=4,≥7 days,NA,NA
32803633,NCT01973309,907,neutropenia,>=4,≥7 days,NA,NA
32803633,NCT01973309,907,total bilirubin or hepatic transaminases,>=3,NA,NA,NA
32803633,NCT01973309,907,new fragility fracture during the bone safety window,NA,NA,NA,NA
34781168,NCT01980277,908,an AE or laboratory abnormality that is considered to be related or possibly related to the LY2780301 or paclitaxel treatment,NA,NA,NA,NA
34781168,NCT01980277,908,"an AE or laboratory abnormality that is unrelated to disease, disease progression, inter-current illness, or concomitant medications",NA,NA,NA,NA
34781168,NCT01980277,908,an AE or laboratory abnormality that occurs < 28 days following the first dose of LY2780301 or paclitaxel,NA,NA,NA,NA
34781168,NCT01980277,908,fatigue,3 or 4,>7 days,NA,NA
34781168,NCT01980277,908,diarrhea despite maximum supportive care,3 or 4,NA,NA,NA
34781168,NCT01980277,908,nausea or vomiting despite maximum supportive care,3 or 4,NA,NA,NA
34781168,NCT01980277,908,neutropenia with fever > 38.5°C,4,NA,NA,NA
34781168,NCT01980277,908,neutropenia (ANC < 0.5 x 109/L),4,>7 days,NA,NA
34781168,NCT01980277,908,thrombocytopenia (platelet count < 25.0 x 109/L),4,NA,NA,NA
34781168,NCT01980277,908,anemia,4,NA,NA,NA
34781168,NCT01980277,908,AST or ALT >10 x ULN per institutional laboratory ranges,NA,NA,NA,NA
34781168,NCT01980277,908,arthralgia or myalgia despite optimal supportive care,3 or 4,NA,NA,NA
34781168,NCT01980277,908,extrahematologic toxicity,>=3,NA,FALSE,NA
22781384,NCCCTS-09-387,909,nonhematologic toxicity,>=3,NA,NA,NA
25504632,NCT00866528,910,toxicity occurring after cycle 1 that was considered dose limiting by the investigator,>=2,NA,NA,NA
25504632,NCT00866528,910,febrile neutropenia,NA,NA,NA,NA
25504632,NCT00866528,910,granulocytopenia,4,>5 days,NA,NA
25504632,NCT00866528,910,thrombocytopenia,4,NA,NA,NA
25504632,NCT00866528,910,clinically significant non-hematologic toxicity,3 or 4,NA,FALSE,NA
25504632,NCT00866528,910,the inability to begin the next course of treatment within 2 weeks of scheduled dosing due to toxicity,NA,NA,NA,NA
20091169,NA,911,thrombocytopenia,4,NA,NA,NA
20091169,NA,911,neutropenia,4,>7 days,NA,NA
20091169,NA,911,febrile neutropenia,3 or 4,NA,NA,NA
20091169,NA,911,nonhematologic toxicity related to the combination therapy,3 or 4,NA,FALSE,NA
20091169,NA,911,toxicity resulting in inability to give day 8 of paclitaxel in cycle 2 or missing >7 days of PTK/ZK in cycles 1 or 2,NA,NA,NA,NA
22832803,NA,912,non-hematologic toxicities,>2,NA,FALSE,NA
22832803,NA,912,"nausea, vomiting, or skin reactions",4,NA,NA,NA
22832803,NA,912,neutropenia,4,NA,NA,NA
22832803,NA,912,neutropenia associated with complications (e.g. neutropenic fever),3,NA,NA,NA
22832803,NA,912,thrombocytopenia,4,NA,NA,NA
22832803,NA,912,toxicity-related discontinuation of treatment for more than 1 week,NA,NA,NA,NA
26433959,ChiECRCT2014025,913,neukopenia,>=3,NA,NA,NA
26433959,ChiECRCT2014025,913,febrile neutropenia (>=38.5 C over more than 24 h associated with a neutrophil count x 0.5 x 109/l),4,NA,NA,NA
26433959,ChiECRCT2014025,913,anemia,>=3,NA,NA,NA
26433959,ChiECRCT2014025,913,thrombocytopenia,>=3,NA,NA,NA
26433959,ChiECRCT2014025,913,nonhematological event,>=3,>=7 days,NA,NA
26433959,ChiECRCT2014025,913,any treatment-related event that caused a radiotherapy delay of more than 7 days,NA,NA,NA,NA
26433959,ChiECRCT2014025,913,Any toxicity that caused a chemotherapy delay of more than two consecutive weeks,NA,NA,NA,NA
28477227,NA,914,anemia,4,NA,NA,NA
28477227,NA,914,febrile neutropenia,NA,NA,NA,NA
28477227,NA,914,neutrophil count decreased,>=3,≥7 days,NA,NA
28477227,NA,914,neutrophil count decreased,4,NA,NA,NA
28477227,NA,914,platelet count decreased,4,NA,NA,NA
28477227,NA,914,platelet count decreased with bleeding,3,NA,NA,NA
28477227,NA,914,treatment delay of >2 weeks for any drugrelated adverse event,NA,NA,NA,NA
28477227,NA,914,any other non-hematologic toxicities,3,NA,FALSE,NA
25073954,UMIN000009046,915,"thrombocytopenia, which required platelet transfusion",3 or 4,NA,NA,NA
25073954,UMIN000009046,915,neutropenia,4,>=4 days,NA,NA
25073954,UMIN000009046,915,febrile neutropenia,>=3,NA,NA,NA
25073954,UMIN000009046,915,non-hematologic toxicity,>=3,NA,FALSE,NA
25073954,UMIN000009046,915,other adverse events that led to at least a 21-day delay in the start of Cycle 2,NA,NA,NA,NA
21406471,NA,916,hematologic toxicity,3 or 4,>2 weeks,NA,NA
21406471,NA,916,non-hematologic toxicity,3 or 4,NA,NA,NA
21406471,NA,916,"non-hematologic toxicity that persists despite adequate medical management, requiring withholding dasatinib for >4 days in cycle 1",2,NA,NA,NA
22695940,NA,917,neutropenia,4,>=7 days,NA,NA
22695940,NA,917,febrile neutropenia,>=3,NA,NA,NA
22695940,NA,917,thrombocytopenia,>=3,NA,NA,NA
22695940,NA,917,"non-hematologic toxicity, including nausea, vomiting, and diarrhea, that did not improve within 2 days after the start of appropriate management",>=3,NA,NA,NA
22695940,NA,917,a treatment interruption lasting more than 2 weeks,NA,NA,NA,NA
19738417,NA,918,"nonhematological toxicity and/or hematological toxicity consisting of prolonged neutropenia while receiving filgrastim (>7 d with ANC <500/mm3 or platelet count ≤25,000/mm3 for >7 d, or development of transfusion-dependent anemia)",3,NA,NA,NA
30623229,NCT00825201,919,neutropenia,4,>=7 days,NA,NA
30623229,NCT00825201,919,neutropenia associated with fever or infection,4,NA,NA,NA
30623229,NCT00825201,919,thrombocytopenia,4,NA,NA,NA
30623229,NCT00825201,919,non hematological toxicity,3 or 4,NA,FALSE,NA
30623229,NCT00825201,919,Failure to complete at least 66% of planned dose during cycle 1 due to toxicity and any AE that resulted in a delay of treatment for >15 days,NA,NA,NA,NA
27998970,NCT01281852,920,dose delay >2 weeks due to failure to recover counts,NA,NA,NA,NA
27998970,NCT01281852,920,febrile neutropenia,NA,NA,NA,NA
27998970,NCT01281852,920,neutropenia,4,>7 days,NA,NA
27998970,NCT01281852,920,thrombocytopenia,3 or 4,NA,NA,NA
27998970,NCT01281852,920,study related non-hematological toxicity,3 or 4,NA,FALSE,NA
27998970,NCT01281852,920,any drug-related death,NA,NA,NA,NA
30876442, NCT02429622,921,"hematological toxicities (including anemia, neutropenia and thrombocytopenia)",>=4,NA,NA,NA
30876442, NCT02429622,921,"grade 3 or higher nonhematological toxicities (including radiation-induced esophagitis, pneumonitis, gastrointestinal reaction, dermatitis, weight loss, hepatic and renal dysfunction, etc.)",>=3,NA,NA,NA
19010522,NA,922,toxicity within 30 days of treatment,4,NA,NA,NA
19010522,NA,922,a toxicity that caused a dose delay/modification/reduction in any of the six planned cycles,NA,NA,NA,NA
30945121,NA,923,non-hematologic toxicities,>=3,NA,FALSE,NA
30945121,NA,923,"diarrhea, nausea and vomiting, despite maximal dosage of anti-diarrhea and/or anti-emetic medication (as applicable)",>=3,NA,NA,NA
30945121,NA,923,neutropenia,4,>=7 days,NA,NA
30945121,NA,923,neutropenia with fever or infection,3 or 4,NA,NA,NA
30945121,NA,923,thrombocytopenia,4,NA,NA,NA
30945121,NA,923,thrombocytopenia,3,>=7 days,NA,NA
30945121,NA,923,"thrombocytopenia with accompanying bleeding, or requiring transfusion",3,NA,NA,NA
28196905, NCT02890511,924,NA,NA,NA,NA,Not defined
20877350,NA,925,neutropenia,4,>=7 days,NA,NA
20877350,NA,925,neutropenic fever/sepsis,4,NA,NA,NA
20877350,NA,925,thrombocytopenia,4,NA,NA,NA
20877350,NA,925,"any drug-related, nonhaematological toxicity",3 or 4,NA,FALSE,NA
20877350,NA,925,a delay in retreatment with paclitaxel of >7 days,NA,NA,NA,NA
30635336,NCT01320592,926,neutropenia,4,>= 7 days,FALSE,NA
30635336,NCT01320592,926,neutropenia with fever >38.5C and/or infection requiring antibiotic or antifungal treatment,4,NA,NA,NA
30635336,NCT01320592,926,thrombocytopenia,4,NA,NA,NA
30635336,NCT01320592,926,"nonhematologic toxicity (note exceptions below), including treatment delay of greater than 7 days or (v) missing >1 of the 4 weekly doses of paclitaxel or palbociclib in the first cycle due to toxicity",>=3,NA,FALSE,NA
20530446,NA,927,NA,NA,NA,NA,DLT not defined
20530446,NA,928,NA,NA,NA,NA,DLT not defined
19386478,NA,929,neutropenia,3 or 4,>1 week,NA,"If two or more cases of SAEs were observed in a given cohort, dose escalation was stopped. This was designated as the dose-limiting toxicity."
19386478,NA,929,thrombocytopenia,3 or 4,>1 week,NA,"If two or more cases of SAEs were observed in a given cohort, dose escalation was stopped. This was designated as the dose-limiting toxicity."
19386478,NA,929,non-haematological toxicity,3 or 4,>1 week,FALSE,"If two or more cases of SAEs were observed in a given cohort, dose escalation was stopped. This was designated as the dose-limiting toxicity."
18956139,NA,930,AGC <0.5×109/L,4,>5 days,NA,NA
18956139,NA,930,febrile neutropenia (fever ≥38.5°C and neutropenia <1.0×109/L),NA,NA,NA,NA
18956139,NA,930,thrombocytopenia,4,NA,NA,NA
18956139,NA,930,nonhematological toxicity,>=3,NA,FALSE,NA
18794097,NA,931,neutropenia,4,>=3 days,NA,NA
18794097,NA,931,neutropenia of any duration with infection or fever >=38.5 C,>=3,NA,NA,NA
18794097,NA,931,thrombocytopenia,3,NA,NA,NA
18794097,NA,931,neurosensory or neuromotor toxicity,>=2,NA,NA,NA
18794097,NA,931,all other nonhematologic toxicity,>=3,NA,NA,NA
18794097,NA,931,all other hematologic toxicity,>=4,NA,NA,NA
21853310,NA,932,thrombocytopenia,4,NA,NA,NA
21853310,NA,932,thrombocytopenia with required platelet transfusion,3,NA,NA,NA
21853310,NA,932,neutropenia,4,>=4 days,NA,NA
21853310,NA,932,febrile neutropenia,3 or 4,NA,NA,NA
21853310,NA,932,non-hematologic toxicity,3 or 4,NA,FALSE,NA
21853310,NA,932,skipping of the second or third weekly administration,NA,NA,NA,NA
24658629,NA,933,non-hematologic toxicity,3 or 4,NA,FALSE,NA
24658629,NA,933,febrile neutropenia,NA,NA,NA,NA
24658629,NA,933,neutropenia,4,at least two consequent days,NA,NA
24658629,NA,933,thrombocytopenia,4,NA,NA,NA
24658629,NA,933,anemia,4,NA,NA,NA
20406837,NA,934,ANC of <0.5 × 109/L,NA,.5 days,NA,NA
20406837,NA,934,ANC of <1.0 × 109/L with fever (≥38.5°C),NA,NA,NA,NA
20406837,NA,934,platelets of <25 × 109/L,NA,NA,NA,NA
20406837,NA,934,transaminitis for >7 days resulting in cycle delay,3,NA,NA,NA
20406837,NA,934,transaminitis,4,NA,NA,NA
20406837,NA,934,any other nonhematologic toxicity,3 or 4,NA,FALSE,NA
20406837,NA,934,treatment delay exceeding 1 week due to treatment-induced toxicity,NA,NA,NA,NA
20941597,NA,935,hematologic toxicity,4,> 5 consecutive days,NA,NA
20941597,NA,935,hematologic toxicity requiring transfusion or growth factor support,4,NA,NA,NA
20941597,NA,935,nausea/vomiting,4,> 5 days,NA,NA
20941597,NA,935,"any other nonhematologic toxicity, including symptoms/signs of vascular leakage or cytokine release syndrome",3,NA,NA,NA
20941597,NA,935,any severe life-threatening complication,NA,NA,NA,NA
28868573,NCT02667743,936,febrile neutropenia,3,NA,NA,NA
28868573,NCT02667743,936,neutropenia,4,NA,NA,NA
28868573,NCT02667743,936,thrombocytopenia,4,NA,NA,NA
28868573,NCT02667743,936,nonhematological toxicities,>=3,NA,FALSE,NA
26266640,NA,937,neutropenia,4,>4 days,NA,NA
26266640,NA,937,thrombocytopenia,4,NA,NA,NA
26266640,NA,937,febrile neutropenia,3,NA,NA,NA
26266640,NA,937,nonhematologic toxicities,>=3,NA,FALSE,NA
26266640,NA,937,any unresolved toxicity requiring a delay in the administration of a subsequent cycle >14 days,NA,NA,NA,NA
26266640,NA,937,"any toxicity which, in the judgement of the investigator, required dose reduction or discontinuation of therapy",2,NA,NA,NA
21820161,NA,938,febrile neutropenia of unknown origin without clinically or microbiologically documented infection when ANC is <1000/μL,NA,NA,NA,NA
21820161,NA,938,"thrombocytopenia with platelet nadir of <25,000/μL",4,NA,NA,NA
21820161,NA,938,thrombocytopenia with clinically significant bleeding,3,NA,NA,NA
21820161,NA,938,any treatment-related death,NA,NA,NA,NA
21820161,NA,938,any non-hematologic adverse event,3 or 4,NA,FALSE,NA
21820161,NA,938,delay in therapy for more than 2 weeks during the first four cycles of treatment,NA,NA,NA,NA
19633055,NA,939,neutropenia,4,>=4 days,NA,NA
19633055,NA,939,neutropenia associated with fever,4,NA,NA,NA
19633055,NA,939,anemia,3,NA,NA,NA
19633055,NA,939,thrombocytopenia,4,NA,NA,NA
19633055,NA,939,elevation of total bilirubin,4,NA,NA,NA
19633055,NA,939,any other non-hematologic toxicity,3,NA,NA,NA
29936064,NCT01962103,940,a treatment-related AE that led to treatment discontinuatio,NA,NA,NA,NA
29936064,NCT01962103,940,non-haematologic AE,3 or 4,NA,FALSE,NA
29936064,NCT01962103,940,nausea or vomiting despite antiemetic treatment,3 or 4,>5 days,NA,NA
29936064,NCT01962103,940,thrombocytopenia or anaemia,4,>7 days,NA,NA
29936064,NCT01962103,940,thrombocytopenia or anaemia requires transfusion >7 days,4,NA,NA,NA
29936064,NCT01962103,940,thrombocytopenia with bleeding,3,NA,NA,NA
29936064,NCT01962103,940,uncomplicated neutropenia,4,>7 days,NA,NA
29936064,NCT01962103,940,febrile neutropenia with confirmed bacterial infection,NA,NA,NA,NA
29936064,NCT01962103,940,haematologic toxicity delaying treatment >21 days,3,NA,NA,NA
21372602,NA,941,leukopenia,4,NA,NA,NA
21372602,NA,941,febrile neutropenia,3,NA,NA,NA
21372602,NA,941,thrombocytopenia,3,NA,NA,NA
21372602,NA,941,nonhematological toxicity,3,NA,NA,NA
19509578,NA,942,neutropenia,4,>3 days,NA,NA
19509578,NA,942,neutropenia experiencing greater than 38.5-C temperature despite administration of granulocyte colony-stimulating factor,4,NA,NA,NA
19509578,NA,942,thrombocytopenia,4,NA,NA,NA
19509578,NA,942,hepatic toxicity,>=3,NA,NA,NA
19509578,NA,942,nonhematologic toxicities,>=3,NA,FALSE,NA
23349317,NA,943,nonhematologic toxicity,3 or 4,NA,NA,NA
23349317,NA,943,febrile neutropenia,NA,NA,NA,NA
23349317,NA,943,neutropenia,4,>=7 days,NA,NA
23349317,NA,943,thrombocytopenia,4,NA,NA,NA
