PMID,NCTID,Trial_Type,protocol,population,Trial_Inclusion,Trial_Exclusion,DLT_EVA,comments
29520435,NCT01008566,Combination,No,advanced hepatocellular carcinoma,"Eligible patients were aged 18 years and older with unresectable or metastatic HCC and a Zubrod performance status of 0–1. The diagnosis of HCC was based on standard imaging criteria of arterial phase enhancement and venous or delayed phase wash out in the setting of liver cirrhosis or hepatitis, or on histologic confirmation (which was not mandatory if the imaging criteria were satisfied). No prior systemic treatment for HCC was allowed; however, patients may have had prior embolization, chemoembolization, intra-arterial chemotherapy infusion, ethanol injection, radiofrequency ablation or cryosurgery. Further inclusion criteria included the ability to give informed consent, assent to adequate contraception, no evidence of hepatic encephalopathy in the preceding 6 months and acceptable end-organ function defined by an absolute neutrophil count>1000/mm3, platelet count>65,000/mm3, total bilirubin≤2 times the institutional upper limit of normal (ULN), ALT and AST<5 times the ULN, prothrombin time<4 s of prolongation above the ULN, and creatinine<1.5 mg/dL or calculated creatinine clearance>50 mL/min using the Cockcroft–Gault formula.","Exclusion criteria included Child–Pugh C cirrhosis or Child–Pugh B cirrhosis with more than seven points, local therapy for HCC within 4 weeks prior to treatment on this study or those who have not recovered from adverse events related to therapy administered more than 4 weeks earlier, receipt of other investigational agents, inability to swallow sorafenib whole and any component of fibrolamellar histology. Patients were also excluded for brain metastases, fasting blood glucose>160 mg/dL, esophageal or gastric variceal bleeding within the last 6 months, clinically evident ascites (minimal, medically controlled ascites detectable on imaging studies only was allowed). Further exclusion criteria included cardiac comorbidities including clinically significant and uncontrolled cardiac dysrhythmia, New York Heart Association class II or greater congestive heart failure, unstable angina, myocardial infarction within the past 6 months, and systolic blood pressure>150 mmHg or diastolic blood pressure>100 mmHg on two occasions within 2 weeks of beginning therapy. Patients with active hepatitis B infection were required to be on appropriate antiviral therapy.",First 1 month of therapy,NA
34109515,NCT01724606  ,Combination,No,breast cancer patients with brain metastases,"The study included patients with histologically confrmed BC and new or progressive brain metastases (BM) (≥10 mm in longest dimension) by MRI of the brain. Patients were required to have planned WBRT based on number or size as assessed by the treating investigator. The protocol specifed WBRT (1 fraction /day×10 fractions) to be administered. No patient received hippocampal avoidance. Patients with leptomeningeal metastases were allowed if confned to the WBRT feld only (additional MRI spine was required to demonstrate no other area of involvement within 4 weeks of enrollment). Other key eligibility criteria included Karnofsky Performance Status (KPS)≥70, a non-escalating dose of steroid (not exceeding more than 16 mg daily of oral dexamethasone) for≥5 days, and no prior exposure to an anti-VEGF agent except bevacizumab. Patients must have had adequate organ function.","Leptomeningeal metastases, hemorrhagic metastases, presence of midline shift Please note: leptomeningeal metastases may be allowed if it is limited to cranial metastasis (MRI spine should be completed, within 4 weeks of enrollment, to show that no other leptomeningeal metastases is present) and is not the only metastasis present in the brain.'Contraindications to sorafenib. Prior treatment with any agent that targets vascular endothelial growth factor (VEGF) or VEGF receptors (VEGFR) (licensed or investigational including sorafenib), except bevacizumab. Craniotomy or any other major surgery, open biopsy, or significant traumatic injury within 4 weeks of enrollment. Serious, non-healing wound, ulcer, or bone fracture. Uncontrolled seizures. Use of cytochrome P450 enzyme-inducing anti-epileptic drugs (such as phenytoin, carbamazepine, or phenobarbital) is not allowed. Cardiac disease: Congestive heart failure >class II New York Heart Association (NYHA) (See Appendix B, or Unstable angina (anginal symptoms at rest), or new-onset angina (begun within the last 3 months), or myocardial infarction within the 6 months prior to enrollment, or Cardiac ventricular arrhythmias requiring anti-arrhythmic therapy. Congenital long QT syndrome or taking drugs known to prolong the QT interval ( See Appendix D or http://www. Azcert.org ) Subjects taking any drugs with a known risk of causing torsades de pointes. Grade 3 hypertension ( SBP ≥ 160 mm Hg and/or DBP ≥ 100 mm Hg despite maximal medical therapy) ≥ Grade 2 Lipase increased (>1.5 x ULN), Thrombolic, embolic, venous, or arterial events such as a cerebrovascular accident including transient ischemic attacks within the past 6 months. Evidence or history of bleeding diathesis or coagulopathy at the time of enrollment. Pulmonary hemorrhage/bleeding event >National Cancer Institute Common Terminology for Adverse Events (NCI-CTCAE, version 4.0) Grade 2 within 4 weeks of enrollment. Any other hemorrhage/bleeding event ≥NCI-CTCAE Grade 3 within 4 weeks of enrollment. Therapeutic anticoagulation with Vitamin-K antagonists (e.g., warfarin) or with heparins and heparinoids. However, prophylactic anticoagulation as described below is allowed: Low dose warfarin (1 mg orally, once daily) with PT-INR ≤ 1.5 x ULN is permitted. Infrequent bleeding or elevations in PT-INR have been reported in some subjects taking warfarin while on sorafenib or capecitabine therapy. Therefore, subjects taking concomitant warfarin should be monitored regularly for changes in PT, PT-INR or clinical bleeding episodes. Low dose aspirin (≤ 100 mg daily). Active clinically serious infection >NCI-CTCAE Grade 2. Known human immunodeficiency virus (HIV) infection or chronic hepatitis B or C (the safety and effectiveness of sorafenib in this patient population have not been studied). Previous or concurrent cancer that is distinct in primary site or histology from breast cancer within 5 years prior to enrollment EXCEPT cervical cancer in situ, treated basal cell carcinoma, squamous cell carcinoma (SCC), as long as it is other than SCC involving skin of the head and/or neck, and superficial bladder tumors [Ta and Tis]. Subjects who have used strong CYP3A4 inducers (eg, phenytoin, carbamazepine, phenobarbital, St. John's Wort [Hypericum perforatum], dexamethasone at a dose of greater than 16 mg daily for more than one day, or rifampin [rifampicin], and/or rifabutin) within 28 days before randomization. Concurrent anti-cancer therapy (chemotherapy, hormonal therapy, radiation therapy (other than that specified by the protocol), surgery, immunotherapy, biologic therapy including trastuzumab, lapatinib, bevacizumab, tyrosine kinase inhibitors other than sorafenib or tumor embolization Women who are pregnant or breast-feeding. Use of any investigational drug within 28 days or 5 half-lives, whichever is longer, preceding enrollment. For the purposes of this study, bevacizumab will not be considered investigational therapy. Inability to comply with protocol and /or not willing or not available for follow-up assessments. Any condition which in the investigator's opinion makes the patient unsuitable for the study participation.",during the WBRT and 2 weeks after WBRT,NA
23061485,NA,Combination,No,elderly patients with acute myeloid leukemia or high-risk myelodysplastic syndrome,"Patients were eligible if they had AML or high-risk MDS (International Prognostic Scoring System [IPSS] score >=1.5), were at least 60 years of age, and were considered by their treating physi-cian to be unsuitable for standard induction therapy (at high risk of treatment failure or toxicity), or if they refused such therapy. No prior chemotherapy regimen was permissible (except hydroxyurea, provided it was  discontinued >48 h prior to the start of protocol therapy). Eligible patients had an Eastern Cooperative Oncology Group (ECOG) performance status 0-2, adequate renal and hepatic function (creatinine  <=1.2 x upper limit of normal [UNL], aspartate aminotransferase [AST] and alanine aminotransferase [ALT] <=2 x UNL, bilirubin x UN).","Patients were excluded if they had documented central nervous system (CNS) involvement, were receiving or were planned for other cytotoxic therapy, had upper gastrointestinal or other conditions that would preclude compliance  with oral medication, had active uncontrolled infection, had recent or uncontrolled cardiac disease or uncontrolled blood pressure, were on therapeutic doses of anticoagulants, had pre-existing neuropathy >=grade 2, or if informed consent could not be obtained. ",in cycle 1,NA
25818407,NCT00783653,Combination,No,patients over 60 years of age with acute myeloid leukaemia and activating FLT3 mutations,Patients  with  untreated  newly  diagnosed  AML  aged60 years or older with presence ofFLT3-ITD orFLT3-TKDcould be included in the trial. Determination ofFLT3muta-tional status was carried out within 48 h in the reference lab-oratories at Hannover and Ulm (Germany). Patients wererequired to have an Eastern Cooperative Group (ECOG) per-formance score of 3 or better and adequate organ functions,"Main exclusion criteria were central nervous system leukae-mia, human immunodeficiency virus infection, major cardio-vascular events in the preceding 12 months, uncontrolledhypertension or long QT syndrome",NA,NA
27681866,NCT01029418,Combination,No,patients with advanced hepatocellular carcinoma,"Patients with unresectable BCLC Stage B/C hepatocellular carcinoma that is biopsy-proven ( histology or cytology from prior tumor biopsy specimen is acceptable). Patients without prior systemic treatment ( chemotherapy or molecular targeted therapy) except prior adjuvant therapy, if given more than 6 months ago. Patients who had prior local therapy ( TACE; PEI; RFA) more than 4 weeks prior to study entry. No radiotherapy within 4 weeks before entry. Child-Pugh class A only ( Appendix A). Age 21 years and older. ECOG performance status 0 or 1 ( Appendix A). Life expectancy > 3 months. Patients must have normal organ and marrow function as defined below: Absolute neutrophil count > 1.5 x 109/L;Platelets> 75 x 109/L; Haemoglobin > 9.0g/dl;Total bilirubin < 51umol/L ( 3 mg /dL); AST(SGOT)/ALT(SGPT) < 5 X institutional ULN; Creatinine 1.5 ULN; INR <1.7 or prothrombin time ( PT) <4 seconds above ULN; Left ventricular ejection fraction (LVEF) >50%. Measurable disease according to RECIST. A lesion which has previously been locally treated (including TACE or RFA) is eligible as long as there is evidence of disease progression. Suitable for oral administration of drug. Ability to understand and the willingness to sign a written informed consent document","Prior systemic therapy including sorafenib or a MEK inhibitor or sunitinib or other investigational drugs. Any prior local therapy ( surgery, radiation therapy, hepatic arterial embolization, or cryoablation) within 4 weeks of study entry. Prior liver transplant. NCI CTCAE grade > 3 hemorrhage within 4 weeks of starting study treatment, or documented variceal hemorrhage of any grade within 12 months of study entry (as documented on endoscopy). Presence of esophageal varices (> Grade 2) at risk of bleeding and/or serious or non-healing wound/ulcer ( as documented by endoscopy). History of abdominal fistula, gastrointestinal perforation, or intra-abdominal abscess within 28 days of study entry. Patients with underlying inflammatory bowel disease, partial or complete bowel obstruction or chronic diarrhea. Any of the following within the 12 months prior to study drug administration: severe/unstable angina, myocardial infarction, coronary artery bypass graft, symptomatic congestive heart failure, cerebrovascular accident, including transient ischemic attack, or pulmonary embolism. History of cardiac disease: active congestive heart failure; cardiac arrythmias of NCI CTCAE grade >2 or requiring pacemaker; uncontrolled hypertension; cardiomyopathy; atrial fibrillation rate >100bpm. Patients with factors that increase the risk of QT prolongation or arrhythmic events ( hypokalemia, family history of long QT interval syndrome) or QTc interval of > 450ms for males or > 470ms for females on screening",during the first 28 days of combination therapy,NA
30352941,NCT02024087,Combination,No,Patients with hepatocellular carcinoma (HCC),"Histologically confirmed, locally advanced or metastatic HCC. Child-Pugh Score A (5-6). At least one target lesion that has not been treated with local therapy and is measurable by Response Evaluation Criteria in Solid Tumors (RECIST) v1.1. Eastern Cooperative Oncology Group (ECOG) performance status of 0-1. Life expectancy of at least 12 weeks. Able to tolerate oral therapy. Appropriate clinical laboratory values within 72 hours prior to study day 1: Females of child bearing potential (defined as sexually mature women who have not undergone hysterectomy or bilateral oophorectomy, or are not naturally postmenopausal ≥ 24 consecutive months) must have negative urine or blood pregnancy test prior to enrollment and use adequate birth control methods (abstinence, oral contraceptives, barrier method with spermicide, or surgical sterilization) during study participation. Males must agree to use a latex condom during any sexual contact with females of child bearing potential while participating in the study and for 12 weeks following the last dose of dalantercept, even if he has undergone a successful vasectomy. Patients must be counseled concerning measures to be used to prevent pregnancy and potential toxicities prior to the first dose of dalantercept.","Mixed tumor histology. Prior systemic therapy for metastatic disease. Adjuvant therapy < 6 months prior to study day 1. Prior treatment with dalantercept or other agent targeting the ALK1 pathway. Prior treatment with sorafenib or other RAF/VEGF targeted therapies. Hepatic radiation, chemoembolization, and radiofrequency ablation < 4 weeks prior to study day 1. Palliative radiation therapy to metastatic sites of disease < 2 weeks prior to study day 1. Interferon therapy < 4 weeks prior to study day 1. Uncontrolled Hepatitis B despite appropriate therapy. Clinically significant pulmonary, endocrine, neurologic, hematologic, gastrointestinal (GI), autoimmune, psychiatric or genitourinary disease unrelated to HCC that in the judgment of the investigator should preclude treatment with dalantercept or sorafenib. Known HIV infection. Clinically significant cardiovascular risk. Clinically significant active pulmonary risk. Known active gastrointestinal (GI) bleeding. Known bleeding diathesis Known history of hereditary hemorrhagic telangiectasia (HHT). History of another primary cancer, with the exception of: Curatively resected non melanoma skin cancer. Curatively treated cervical carcinoma in situ. Other primary solid tumor with no known active disease in the opinion of the investigator that will not affect patient outcome in the setting of current HCC diagnosis. Major surgery within 4 weeks prior to study day 1 Active infection Anti-coagulation therapy Concomitant treatment with potent CYP3A4 inducers Peripheral edema ≥ grade 2 within 2 weeks prior to study day 1. History of recurrent ascites requiring paracentesis within 4 weeks of study day 1. History of severe (using the National Cancer Institute Common Toxicity Criteria for Adverse Events, version 4.0 [NCI-CTCAE] v4 current minor version ≥ grade 3) allergic or anaphylactic reaction or hypersensitivity to recombinant proteins or excipients",NA,NA
20109071,NA,Single Drug,No,patients with myelodysplastic syndrome or acute myeloid leukemia,"Patients were eligible if they had AML or MDS (chronic myelomonocytic leukemia orrefractory anemia with excess blasts). One prior chemotherapy regimen (induction with or without consolidation) was permissible, although elderly patients (age >65) or those considered at high-riskof treatment failure or toxicity with standard induction could have had no prior therapy. Eligible patients were age >=18 years, had an Eastern Cooperative Oncology Group (ECOG) performancestatus 0–2, had no requirement for urgent cytoreduction, had adequate renal and hepatic function (aspartate aminotransferase [AST] and alanine aminotransferase [ALT] <=2 times the upper limit ofnormal (UNL), bilirubin <= UNL, creatinine <= UNL).","Patients were excluded if they had documented central nervous system (CNS) involvement, were receiving or were planned for cytotoxic therapy, hadupper gastrointestinal or other conditions that would preclude compliance with   oral medication, wereunable to discontinue drugs known to inhibit cyto-chrome 3A4, had active uncontrolled infection, or if informed consent could not be ensured. ",during the first cycle of treatment,NA
26714427,NA,Combination,No,"refractory or recurrent pediatric solid malignancies. Diagnosis: Embryonal rhabdomyosarcoma 1 (8.3), Ewing sarcoma 3 (25), Fibromatosis 2 (16.7), Neuroblastoma 1 (8.3), Neuroendocrine carcinoma 1 (8.3), Osteosarcoma 4 (33.3)","Patients aged 3–18 years with relapsed or refractory solid tumor malignancies; including central nervous system malignancies and fibromatosis and previously treated with chemotherapy were eligible. Patients needed to have radiologic evidence of disease and were preferred, but not required, to have measurable disease using RECIST 1.1, a life expectancy of at least 12 weeks, no known curative therapy, a Karnofsky or Lansky score ≥50, recovered  from prior therapy, no previous sorafenib therapy, >6 months since prior topotecan, >3 weeks since last myelosuppressive therapy, >7 days since filgrastim and >14 days since pegfilgrastim, >21 days or 4 halflives (whichever is greater) since biologic agent, ≥4 weeks since completion of local palliative irradiation, ≥3 months from prior Total Body Irradiation, craniospinal irradiation, or ≥50 Gy radiation of pelvis, ≥6 weeks for substantial  bone marrow radiation, ≥3 months since Stem Cell Transplant and no evidence of active graft versus host disease along with transfusion and growth factor independence, adequate bone marrow function (absolute neutrophil count ≥1500/μL, platelet count≥100,000/μL, and hemoglobin ≥10 gm/dL), normal serum creatinine for age or a glomerular filtration rate ≥60 mL/min/1.73 m2, bilirubin ≤ upper limit of normal (ULN), alanine transaminase ≤ULN, and all clinically sig-nificant chemistries grade 1 or less with the exclusion of alkaline phosphatase, uric acid, aspartate transaminase, and lactate dehydrogenase, prothrombin time and partial thromboplastin time ≤1.5 X ULN, 12-  lead electrocardiogram with corrected QTc <450 msec, either shortening fraction ≥28% or left ventricular ejection fraction ≥50%, systolic and diastolic blood pressure ≤95% for age and gender (antihypertensive management allowed), no ongoing cardiac dysrhythmias ≥grade 2, atrial fibrillation of any grade, unstable angina, symptomatic congestive heart failure, or myocardial infarction, resting pulse oximetry of ≥92% and no dyspnea at rest. Patients with known bone marrow metastatic disease were eligible but could not be refractory to red blood cell or platelet transfusion. ","Women who were pregnant or lactating, patients with nonhealing wounds/ulcers or bone fractures, and patients with a history of organ allograft were excluded.  ",during cycle 1,NA
26867886,NA,Combination,No,Hepatocellular Carcinoma,"Eligible patients had advanced HCC not suitable for transplant, resection, transcatheter arterial chemo- embolization, radiofrequency ablation, or alcohol ablation, with Child-Pugh class A liver function. The HCC diagnosis was established with biopsy or with typical imaging characteristics in the setting of cirrhosis or chronic hepatitis B or C. Patients had to have >800 mL of uninvolved liver (total liver volume minus gross tumor volume [GTV]) and an Eastern Cooperative Oncology Group performance score <=1. Bilirubin was <1.5 x upper limit of normal (ULN), aspartate aminotransferase or alanine aminotransferase <5 x ULN, international normalized ratio (INR) < 1.3, platelets >=80 x 109/L, neutrophils >=1.5 x 109/L, creatinine <1.5 x ULN or creatinine clearance 60 mL/min/ 1.73 m2, with no bleeding within 2 months of registration","Exclusion criteria included myocardial infarction <6 months, congestive heart failure, unstable angina, active cardiomyopathy, unstable ventricular arrhythmia, previous stroke <12 months, human immunodeficiency virus, anti- coagulant therapy, other active malignancies, bleeding or clotting disorder, and extrahepatic metastases >2 cm.",3 months after SBRT,NA
25294187,NA,Combination,No,"adult patients with advanced solid tumors (RCC, HCC, melanoma, NSCLC, breast cancer, and other: adenocarcinoma of rectum (1), adenocarcinoma of colon (2), adenocarcinoma of esophagus (1), mesothelioma (2) )","Patients were enrolled if they met the following criteria: were 18 years of age or older; had advanced or metastatic solid tumors for which no effective treatment was available; signed informed consent; had Eastern Cooperative Oncology group (ECOG) performance status (PS) ≤1 ; had adequate bone marrow, liver and renal functions; received no previous anticancer therapy within 4 weeks prior to the first day of study drug; had no history of congestive heart failure defined as Class II to IV per New York Heart Association classification or active coronary heart disease; had no previously diagnosed clinically significant bradycardia, other uncontrolled cardiac arrhythmia defined as≥Grade 2 according to CTCAE v. 4.0. 3.0 , uncontrolled hypertension or myocardial infarction within 6 months of first dose of study drugs; had no other significant comorbidities. Patients who were on sorafenib monotherapy treatment could be enrolled at the discretion of the investigators.",NA,within the first cycle,NA
29313954,NCT00329719,Combination,No,patients with recurrent glioblastoma,"Eligible patients had glioblastoma confirmed on cen-tral pathology review before enrollment to the treatmenttrial; one of us (C.G.) performed the central pathologyreview. Patients were aged>=18 years with<=2 prior sys-temic chemotherapy regimens, had radiographically con-firmed tumor progression with an Eastern CooperativeOncology Group performance status <=2, were >=12 weeksfrom the completion of radiotherapy and >=4weeksfromprior cytotoxic chemotherapy (>=6 weeks for nitrosoureas),and had stable or decreasing corticosteroid dose. Patientswere required to have adequate bone marrow function(white blood cell count >=3000/mm3,anabsoluteneutro-phil count >=1500/mm3, platelet count >=100,000/mm3,and hemoglobin>=10/dL), adequate liver function (aspartate aminotransferase <=2.5 and bilirubin<2.0 times theupper limit of normal), adequate renal function (creatinine <=2 times the upper limit of normal), fasting cholesterol<350 mg/dL (9.0 mmol/L), and fasting trigly-cerides<400 mg/dL (4.56 mmol/L). ","Prior intratumoraltherapy was excluded unless there was unequivocal remotetumor progression, as was a history of coagulopathy; useof enzyme-inducing antiepileptic drugs; and any history ofsignificant intratumoral, intracerebral, or subarachnoidhemorrhage. Pregnant women and patients with seriousintercurrent medical illnesses and conditions that couldalter drug metabolism were excluded. Due to the potentialteratogenicity of sorafenib and temsirolimus, all patientsof childbearing potential were required to use adequatebirth control. ",during the first 28 days of treatment,NA
33824476,NCT02115373,Single Drug,No,pretreated advanced hepatocellular carcinoma with MET overexpression,"1.	Histologically confirmed HCC. 2. Child–Pugh Class A liver function score. 3. MET overexpression status, as determined by the central laboratory (in Phase II prospectively for patient selection), defined as MET protein overexpression (moderate [2+] or strong [3+] staining intensity for MET on IHC in the majority [≥50%] of tumour cells). 4.	Availability of a pretreatment tumour biopsy (excluding fine needle aspiration and cytology samples) taken after the patient had discontinued sorafenib and within 28 days before the day of first dosing with tepotinib. 5.	Male or female, 18 years of age or older. 6.	Measurable disease in accordance with RECIST Version 1.1. 7.	ECOG PS 0 to 1 (inclusive). 8.	Previously treated with sorafenib for ≥4 weeks and discontinued sorafenib treatment at least 14 days prior to day 1 due to either intolerance or radiographic progression. 9.	Signed and dated informed consent indicating that the patient had been informed of all the pertinent aspects of the study prior to enrollment. 10.	Willingness and ability to comply with scheduled visits, treatment plans, laboratory tests and other study procedures. 11.	Life expectancy of at least 3 months as judged by the investigator","1.	Prior systemic anticancer treatment for aHCC (except for sorafenib as described in the inclusion criteria). 2.	Prior treatment with any agent targeting the HGF/MET pathway. 3.	Local regional therapy within 4 weeks before day 1 (e.g. surgery, radiation therapy, hepatic arterial embolisation, transcatheter arterial chemoembolisation, chemoembolisation, radiofrequency ablation, percutaneous ethanol injection and cryoablation). 4.	Laboratory index at baseline: haemoglobin ≤8.5 g/dL; neutrophils <1.5 × 109/L; platelets <60 × 109/L; TBL >3 mg/dL; AST or ALT >5 × ULN; serum creatinine ≥1.5 × ULN; calculated CrCl <60 mL/min according to the Cockcroft–Gault formula; international normalised ratio >2.3. 5.	Past or current history of neoplasm other than HCC, except for curatively treated non-melanoma skin cancer, in situ carcinoma of the cervix, or other cancer curatively treated and with no evidence of disease for at least 5 years. 6.	Known central nervous system or brain metastasis that was either symptomatic or untreated. 7.	Medical history of difficulty in swallowing, malabsorption or other chronic gastrointestinal disease, or conditions that may have hampered compliance and/or absorption of the tested products. 8.	Clinically significant gastrointestinal bleeding within 4 weeks before study entry. 9.	Peripheral neuropathy grade ≥2 (CTCAE Version 4.0). 10.	Impaired cardiac function evidenced by any of the following conditions: left ventricular ejection fraction <45% defined by echocardiograph (screening assessment was not required for patients without a history of congestive heart failure unless clinically indicated); serious arrhythmia; unstable angina pectoris; myocardial infarction within the last 12 months prior to study entry, or pericardial effusion; QTc prolongation >470 ms, risk factors for Torsades de Pointes (Heart Insufficiency NYHA II–IV); hypokalaemia, family history of long QT syndrome. 11.	Uncontrolled hypertension by standard medication (not stabilised to 150/90 mmHg or below).12.	 Known HIV infection. 13.	Known or suspected drug hypersensitivity to any ingredients of tepotinib. 14.	Pregnancy, lactation or patients not of childbearing potential due to being postmenopausal (female patients only), or patients of reproductive potential not willing or able to employ a highly effective method of birth control/contraception to prevent pregnancy from screening until 3 months after receiving the last dose of study drug. A highly effective method of contraception was defined as having a low failure rate (<1% per year) when used consistently and correctly. 15.	Concurrent treatment with non-permitted drug. 16.	Substance abuse, other acute or chronic medical or psychiatric condition or laboratory abnormalities that might have increased the risk associated with study participation at the discretion of investigators. 17.	Prior treatment with tepotinib or other c-Met inhibitors. 18.	 Participation in another interventional clinical study within the 28 days prior to day 1. 19.	Previous anticancer treatment-related toxicities not recovered to grade 0 to 1 or baseline (except alopecia, peripheral neuropathy, and elevated liver enzymes). 20.	History of liver transplant. 21.	Active or uncontrolled infections except chronic HBV, chronic HCV, or both. 22.	Any concurrent medical condition or disease that would potentially compromise the conduct of the study (at the discretion of the investigators)",during the first treatment course ,NA
28465443,NCT01306058,Combination,No,Hepatocellular Carcinoma,"Eligible patients were at least 18 years old with histopathologic confirmation of HCC by the Laboratory of Pathology of the NCI. Other eligibility criteria included: Eastern Cooperative Oncology Group performance status score 0–2; adequate bone marrow, liver, and renal function; disease not amenable to potentially curative liver transplantation, resection or ablative techniques, and progression following or not be amenable to transhepatic arterial chemoembolization (TACE). If liver cirrhosis was present, patients must have had a Child–Pugh A or B (7 points) classification. In addition, patients with cirrhosis were required to have had esophagogastric endoscopy within 6 months prior to study entry for the assessment of varices. Concomitant treatment of underlying cancer was prohibited.",Prior progressive disease on sorafenib was excluded. ,within the first 28 days of treatment,NA
28668472,NA,Combination,No,NA,"Patients had incurable cancer, with a measurable, symptomatic and/or progressive soft tissue lesion in the thorax, abdomen or pelvis. Patients were >=18 years old with prognosis >=3 months, Eastern Cooperative Oncology Group performance status 0–1 and adequate organ and marrow function (Supplementary Material). Organ and Marrow function requirements for inclusion: Leukocytes >=3,000/mcL, Neutrophils >=1,500/mcL, Platelets >=100,000/mcL, Hemoglobin >10 g/dL, Total bilirubin within institutional upper limit of normal (ULN), AST/ALT <=5 times ULN, Creatinine ≤ULN or creatinine clearance >=45mL/min/1.73 m2 if creatinine >ULN, PT-INR/PTT <1.5 times ULN","Exclusion criteria included overlap of planned radiation with previously irradiated volumes, inability to meet RT dose constraints, prior sorafenib, uncontrolled brain metastases and anticancer therapy within 4 weeks of sorafenib. Given potential sorafenib toxicities, patients with poorly controlled hypertension, bleeding disorders and cardiac dysfunction were excluded. Bone-only lesions were excluded, as these were considered non-measurable",during combination therapy or within 8 weeks post-RT,NA
33649501,NCT01128998,Combination,No,"advanced solid tumors. Primary cancer types were colon cancer (4 patients; including one rectal cancer), pancreatic cancer (3 patients), and gastric cancer, gall bladder cancer, cholangiocarcinoma, thymic adenosquamous cell carcinoma, pancreatic neuroendocrine tumor (pNET), and ampulla Vater cancer (one patient each). ","Patients histologically or cytologically proven to have metastatic or locally advanced malignant solid tumors and failed to respond to standard therapy were eligible to participate in this study. Eligible patients were≥20 and≤75 years old, with adequate performance status (ECOG 0–2) and normal hematologic (absolute neutrophil count≥1500/μl, hemoglobin≥9  g/dl, Platelet≥100,000/μl), hepatic (total bilirubin<1.5 times of upper limit of normal (ULN;≤3 X ULN in patients treated by drainage of obstructive jaundice), ALT and AST ≤2.5 X ULN (≤5 X ULN for patients with liver involvement of cancer)), and renal (serum creatinine ≤1 X ULN) functions. Teir life expectancy should also be≥12 weeks. ","Patients who were pregnant, lactating, or presented severe comorbidities (e.g., infection, heart failure, myocardial infarction) within 12 months or known hypersensitivity to any drug component of the treatment regimen were ineligible. ",during the frst and second cycles ,NA
29898591,NCT01942083,Combination,No,Patients with Advanced Hepatocellular Carcinoma,"Patients with HCC, confirmed by a pathological or noninvasive assessment according to the American Association for the Study of Liver Diseases criteria for patients with confirmed cirrhosis, were eligible for inclusion in this study if they met the following criteria: age between 20 and 75 years; Eastern Cooperative Oncology Group (ECOG) performance status of 0-1; extrahepatic metastasis or locally advanced disease not amenable to surgical resection or loco-regional therapies; Child-Pugh classification A or B (except 9); documented evidence of unresponsiveness to, intolerance to, or ineligibility for sorafenib; and estimated life expectancy of 12 weeks or greater.","Past liver transplantation. Uncontrollable hepatic encephalopathy or ascites. Presence of brain metastases. Clinically significant gastrointestinal bleeding in past 6 months or current active gastrointestinal bleeding. Primary malignancy other than HCC. Human immunodeficiency virus (HIV) infection. Severe or poorly controlled complication that may affect the conduct or results of the study. Use of Interferon preparation within 4 weeks (28 days) before start of study treatment in the present study. Pregnant, nursing, or possibly pregnant women, or women desiring to become pregnant during the study period. Other cases judged by the Investigator to be ineligible for participation in the study.",in cycle 1 ,NA
33785364,NCT02046291,Combination,No,"patients >= 18 years old who underwent myeloablative (MA) or nonmyeloablative (NMA) single or double UCBT and did not achieve platelet engraftment by day +28. With respect to underlying diagnosis or disease, 10 patients/controls had AML, five had ALL, three had MDS, one had NHL, and one had MM.",Any patient who has undergone a single or double umbilical cord blood transplant (UCBT) except those with primary myelofibrosis. Those with acute leukemia must be in remission at the time of transplant. Must have achieved neutrophil engraftment (defined as an ANC >500 for three consecutive days) and be off daily G-CSF prior to starting romiplostim. Intermittent G-CSF is allowed. Failure to achieve platelet engraftment (defined as platelet count ≥20x10^9/L on 3 consecutive measurements without transfusion for 7 days) by day +28 post UCBT. Between day +28 and day +42 status post myeloablative or nonmyeloablative UCBT (single or double cord blood transplant). Age ≥ 18 years. Adequate organ function within 7 days of enrollment defined as: Creatinine: ≤ 2.0 mg/dL; Hepatic: SGOT and SGPT < 5 x upper limit of institutional normal (ULN). Women of child bearing potential agree to use effective contraception during therapy and for 4 months after completion of therapy. Voluntary written consent,Known pregnancy - Pregnancy Category C: there are no adequate and well-controlled studies of romiplostim in pregnancy. Recurrence of AML or myelodysplastic syndrome on bone marrow evaluation done within 21 days of enrollment. Presence of clinically significant bone marrow fibrosis on the bone marrow examination immediately prior to UCBT. Patients requiring more than one platelet transfusion per day. History of an allergy to romiplostim,NA,NA
