PMID,NCTID,CombnID,Drug_Name,MTD_Value,MTD_Unit,Frequency,Schedule,Comments
28464908,NA,735,foretinib,45,mg,1,daily in 4-week cycles,MAD
28464908,NA,735,lapatinib,1250,mg,1,daily in 4-week cycles,MAD
10963644,NA,740,dx-8951f,0.5,mg,1,daily for 5 days every 3 weeks,minimally pretreated (MP) patients
10963644,NA,740,dx-8951f,0.3,mg,1,daily for 5 days every 3 weeks,heavily pretreated (HP) patients
10080615,NA,748,irinotecan,66,mg/m2,1,Daily for 5 Days Every 3 Weeks,in patients younger than 65 years of age
10080615,NA,748,irinotecan,50,mg/m2,1,Daily for 5 Days Every 3 Weeks,in patients 65 or older
9850031,NA,751,irinotecan,50,mg/m2,1,administered in repeated 6-week cycles that consisted of weekly treatment for 4 weeks followed by a 2-week rest,for previously treated patients
9850031,NA,751,irinotecan,65,mg/m2,1,administered in repeated 6-week cycles that consisted of weekly treatment for 4 weeks followed by a 2-week rest,"for previously untreated
patients."
10873073,NA,754,irinotecan,320,mg/m2,1,every 3 weeks,For patients with no prior AP radiation therapy
10873073,NA,754,irinotecan,290,mg/m2,1,every 3 weeks,For patients with prior AP radiation therapy
11352961,NA,757,irinotecan,100,mg/m2,1,once a week for 3 weeks followed by a 1-week rest,for patients who have undergone cryosurgery
11352961,NA,757,fudr,0.16,mg/kg/d,1,"administered continuously over the first 2 weeks ofevery cycle, followed by 2 weeks of rest",for patients who have undergone cryosurgery
11352961,NA,757,fudr,0.16,mg/kg/d,1,"administered continuously over the first 2 weeks ofevery cycle, followed by 2 weeks of rest",for patients who have undergone cryosurgery
11435065,NA,758,irinotecan,60,mg/m2,1,"days 1, 8 and 15 repeated with a 28-day interval",RP2D
11435065,NA,758,cisplatin,80,mg/m2,1,day 1 repeated with a 28-day interval,RP2D
11435065,NA,758,cisplatin,80,mg/m2,1,day 1 repeated with a 28-day interval,RP2D
11435065,NA,758,thoracic radiation,2,Gy,1,"started on day 2 of each chemotherapy cycle, with 24 Gy and 36 Gy administered for the first and second cycle, respectively",RP2D
25082342,NCT00466895,767,lenalidomide,2.5,mg,1,every day in week 1,for cohort A & cohort B
25082342,NCT00466895,767,lenalidomide,5,mg,1,constinuously daily in week 2 and all subsequent weeks,for cohort A & cohort B
33040274,NCT01222754,772,lenalidomide,116,mg/m2,1,"every day, beginning with the frst fraction of radiation therapy and continuing through the last fraction of radiation therapy",RP2D
28622959,NCT01460940,775,panobinostat,20,mg,1,"on days 1, 3, and 5 of weeks 1-4  every 28 days",RP2D
28622959,NCT01460940,775,lenalidomide,25,mg,1,on days 1 to 21 every 28 days,RP2D
25617965,NCT01093183,784,lenalidomide,25,mg,1,on days 1–21 followed by 7 days of rest (28 day cycle),RP2D
31126332,NCT02619162,789,nintedanib,200,mg,2,for 28 consecutive days (Days 1-28) in 4-week cycles,RP2D
33674736,NCT01665183,792,adi-peg20,36,mg/m2,1,QW Weeks 1 - 4 every 28 days,RP2D
33674736,NCT01665183,792,cisplatin,30,mg/m2,1,QW Weeks 1 - 3 every 28 days,RP2D
33674736,NCT01665183,792,cisplatin,30,mg/m2,1,QW Weeks 1 - 3 every 28 days,RP2D
27531679,NCT01615029,793,daratumumab,16,mg/kg,1,"once per week for cycles 1 and 2, once every 2 weeks for cycles 3through 6, and once every 4 weeksthereafter until disease progression or unacceptable toxicity",RP2D
12853359,NA,794,5-fluorouracil,2600,mg/m2,1,weekly in 4-week cycles,RP2D
12853359,NA,794,leucovorin,500,mg/m2,1,weekly in 4-week cycles,RP2D
23592273,NA,810,bendamustine,70,mg/m2,1,on days 1 and 2 on a 28-day treatment cycle,RP2D
23592273,NA,810,lenalidomide,10,mg,1,daily for 21 days on a 28-day treatment cycle,RP2D
29938772,NCT01383928,814,ixazomib,3,mg,1,"on days 1, 4, 8 and 11 of a 21-day cycle",RP2D
9932161,NA,815,5-methyltetrahydrofolate,100,mg/m2,1,given either as i.v. bolus injection or as a two-hour infusion on days 1-5 every four weeks,Bolus FU/MTHF arm
9932161,NA,815,fluorouracil,450,mg/m2,1,given either as i.v. bolus injection or as a two-hour infusion on days 1-5 every four weeks,Bolus FU/MTHF arm
9932161,NA,815,5-methyltetrahydrofolate,100,mg/m2,1,given either as i.v. bolus injection or as a two-hour infusion on days 1-5 every four weeks,Two-hour inf. FU/MTHFarm
9932161,NA,815,fluorouracil,600,mg/m2,1,given either as i.v. bolus injection or as a two-hour infusion on days 1-5 every four weeks,Two-hour inf. FU/MTHFarm
9389936,NA,822,paclitaxel,225,mg/m2,1,every 3 weeks,RP2D
26553306,NA,833,melflufen,50,mg,1,on day 1 of a 21-day treatment cycle (Q3W) for up to a total of six cycles,RP2D
8622018,NA,834,azidothymidine,8000,mg/m2,1,once a week of each 1-week cycle,RP2D
9552051,NA,846,eniluracil,10,mg/m2,1,on days 1-7 every 28 days,RP2D
9552051,NA,846,fluorouracil,25,mg/m2,1,on days 2 through 6 every 28 days,RP2D
9552051,NA,847,eniluracil,10,mg,1,on days 1-7 every 28 days,RP2D
9552051,NA,847,fluorouracil,20,mg/m2,1,on days 2 through 6 every 28 days,RP2D for i.v. administration
9552051,NA,847,leucovorin,50,mg,1,on days 2 through 6 every 28 days,RP2D
9552051,NA,847,eniluracil,50,mg,1,on days 1-7 every 28 days,RP2D
9552051,NA,847,fluorouracil,15,mg/m2,1,on days 2 through 6 every 28 days,RP2D for oral administration
16146748,NA,851,temozolomide,75,mg/m2,1,on days 1-28 every 6 weeks,RD
16146748,NA,851,temozolomide,75,mg/m2,1,on days 1-28 every 6 weeks,RD
9626215,NA,854,marimastat,50,mg,2,daily shorter than 8 weeks,RD
15084615,NA,856,tirapazamine,325,mg/m2,1,every 3 weeks,RP2D
32400117,CTRI/2018/01/011542,860,mebendazole,1600,mg,3,daily,RP2D
32400117,CTRI/2018/01/011542,862,mebendazole,1600,mg,3,daily,RP2D
7977165,NA,863,5-fluorouracil,600,mg/m2,1,weekly for 6 consec­utive weeks followed by a 15-day rest period,RP2D
34518310,NCT02366949,869,bay 1217389,64,mg,2,"on D1, D2, D8, D9, D15 and D16 of a 28 day cycle",liquid capsules
33602685,NCT2379247,876,alpelisib,350,mg,1,daily,RP2D
29720734,NCT02044796,886,mitoxantrone hydrochloride,18,mg,NA,on days 1-3,RP2D
15205208,NA,887,pemetrexed,500,mg/m2,1,on day 1 every 21 days,RP2D
15205208,NA,887,oxaliplatin,120,mg/m2,1,on day 1 every 21 days,RP2D
15205208,NA,887,oxaliplatin,120,mg/m2,1,on day 1 every 21 days,RP2D
15908652,NA,892,nelarabine,60,mg/kg,1,"daily for 5 consecutive days, every 21 to 28 days",in pediatric
15908652,NA,892,nelarabine,40,mg/kg,1,"daily for 5 consecutive days, every 21 to 28 days",in adult
33975862,NCT02630199,893,ceralasertib,240,mg/m2,2,days 1–14 of every 28-day treatment cycle,RP2D
31273010,NCT02316171,898,mitomycin c,10,NA,NA,NA,MTD not reached
18463792,NA,901,pemetrexed,300,mg/m2,1,on day 1 of a 14-day cycle,for unselected patients
18463792,NA,901,oxaliplatin,85,mg/m2,1,on day 1 of a 14-day cycle,for unselected patients
18463792,NA,901,oxaliplatin,85,mg/m2,1,on day 1 of a 14-day cycle,for unselected patients
18463792,NA,901,pemetrexed,400-500,mg/m2,1,on day 1 of a 14-day cycle,for lightly pretreated patients
18463792,NA,901,oxaliplatin,85,mg/m2,1,on day 1 of a 14-day cycle,for lightly pretreated patients
18463792,NA,901,oxaliplatin,85,mg/m2,1,on day 1 of a 14-day cycle,for lightly pretreated patients
11208839,NA,904,vinorelbine,26,mg/m2,1,on days 1 and 8 every 3 weeks,RD
10506618,NA,906,vinorelbine,25,mg/m2,1,on days 1 and 8 every 4 weeks,RP2D
10506618,NA,906,mitomycin,8,mg/m2,1,on day 1 every 4 weeks,RP2D
10506618,NA,906,mitomycin,8,mg/m2,1,on day 1 every 4 weeks,RP2D
22781384,NCCCTS-09-387,909,methotrexate,24,mg,1,3 consecutive days of 14-day cycles with a persusion rate of 20 mL/h in both continuous infusion mode and bolus injection mode,RP2D
22781384,NCCCTS-09-387,909,methotrexate,24,mg,1,3 consecutive days of 14-day cycles with a persusion rate of 20 mL/h in both continuous infusion mode and bolus injection mode,RP2D
21406471,NA,916,dasatinib,120,mg,1,daily,RP2D
27998970,NCT01281852,920,veliparib,400,mg,2,on days 1–7 every 21 days,RD
30635336,NCT01320592,926,palbociclib,75,mg,1,"on days 2, 3, 4, 5, 6; 9, 10, 11, 12, 13; and 16, 17, 18, 19, 20 of each 28-day cycle",RP2D
18956139,NA,930,pemetrexed,500,mg/m2,1,on day 1 in 21-day cycles,MTD for schedule 1
18956139,NA,930,paclitaxel,135,mg/m2,1,on day 1 in 21-day cycles,MTD for schedule 1
18956139,NA,930,pemetrexed,400,mg/m2,1,on day 1 in 21-day cycles,MTD for schedule 2
18956139,NA,930,paclitaxel,40,mg/m2,1,on days 1 and 8 in 21-day cycles,MTD for schedule 2
18956139,NA,930,pemetrexed,500,mg/m2,1,on days 1 and 8 in 21-day cycles,RD for schedule 3
18956139,NA,930,paclitaxel,90,mg/m2,1,on days 1 and 8 in 21-day cycles,RD for schedule 3
21820161,NA,938,paclitaxel,135,mg/m2,1,IV On day 1 of each 21-day cycle,RD
21820161,NA,938,paclitaxel,60,mg/m2,1,IP On day 8 of each 21-day cycle,RD
21820161,NA,938,cisplatin,75,mg/m2,1,IP On day 1 of each 21-day cycle,RD
21820161,NA,938,cisplatin,75,mg/m2,1,IP On day 1 of each 21-day cycle,RD
29936064,NCT01962103,940,nab-paclitaxel,240,mg/m2,1,"on days 1, 8 and 15 every 4 weeks",RP2D
19509578,NA,942,cisplatin,30,mg/m2,1,once a week until termination of the radiation therapy,RD
19509578,NA,942,cisplatin,30,mg/m2,1,once a week until termination of the radiation therapy,RD
19509578,NA,942,paclitaxel,50,mg/m2,1,once a week until termination of the radiation therapy,RD
27595901,"JapicCTI-101,233",945,nk105,80,mg/m2,1,"days 1, 8, and 15 every 4 weeks",RD
28317088,NCT01954355,949,sonidegib,800,mg,1,once daily (OD) continuously in 4-weekly cycles,RP2D
31792036,NCT02810418,954,lmb-100,65,ug/kg,1,"on days 1, 3, and 5 in 21-day cycles",RP2D
26112004,NCT01491217,955,paclitaxel,150,mg/m2,1,"6 times per cycle (days 1, 2, 8, 9, 15, and 16) every 4 weeks",RP2D
24013936,NA,956,nab-paclitaxel,260,mg/m2,1,on Day 1 of a 21 day treatment cycle,RP2D
29844129,NCT01649336,957,binimetinib,30,mg,2,on days 1 to 28 of every 28-day cycle,RP2D as a continuous dose
29844129,NCT01649336,957,binimetinib,45,mg,2,"on days 1 to 5, days 8 to 12, and days 15 to 19 of every 28-day cycle",RP2D as a intermittent dose
25103625,NA,959,dovitinib,200,mg,1,"on days 1-7, then starting from day 15 on a schedule of 5-days-on/2-days-off in 28-days cycles",RP2D
25103625,NA,959,paclitaxel,60,mg/m2,1,"on days 15, 22, 29 and 36 in 28-days cycles",RP2D
30016392,NCT02193633,961,vistusertib,50,mg,2,"Days 1-3 each week, in 7-week cycles",3 on/4 off schedule
30016392,NCT02193633,961,vistusertib,75,mg,2,"Days 1-2 each week, in 7-week cycles",2 on/5 off schedule
15865080,NA,962,paclitaxel,80,mg/m2,1,"on days 1, 8 and 15 on a 28-day cycle",RP2D
11345652,NA,965,paclitaxel,90,mg/m2,2,"orally, daily during course 1 (3 weeks per week)",RP2D
16533873,NA,968,matuzumab,800,mg/m2,1,On day 1 of the 3-week cycle,RP2D
16626792,NA,970,paclimer,1200,mg/m2,1,every 8 weeks for two cycles,RD
12401907,NA,971,paclitaxel,80,mg/m2,1,"on days 1, 8, 15, and 22 with cycles repeated every 35 days",RP2D
12401907,NA,971,eniluracil,10,mg/m2,2,on days 1-28 with cycles repeated every 35 days,RP2D
12401907,NA,971,5-fluorouracil,1,mg/m2,2,on days 1-28 with cycles repeated every 35 days,RP2D
12768320,NA,972,paclitaxel,80,mg/m2,1,on day 2 each week for 6 weeks out of an 8-week cycle,RP2D
11710824,NA,975,cisplatin,70,mg/m2,1,"on day 1, 8, 15, 29, 36, 43","CrEL 12 ml administered with cisplatin at a
dose of 90 mg/m–2"
11710824,NA,975,cisplatin,70,mg/m2,1,"on day 1, 8, 15, 29, 36, 43","CrEL 12 ml administered with cisplatin at a
dose of 90 mg/m–2"
18414864,NA,980,dha-paclitaxel,600,mg/m2,1,"on days 1, 8 and 15 every 28 days",RD
16258082,NA,983,abi-007,100,mg/m2,1,"weekly for 3 weeks, followed by 1 week of rest",for heavily pretreated patients
16258082,NA,983,abi-007,150,mg/m2,1,"weekly for 3 weeks, followed by 1 week of rest",for lightly pretreated patients
12460783,NA,984,ly355703,1.48,mg/m2,1,on day 1 every 3 weeks,RP2D
17519083,NA,993,paclitaxel,15,mg/m2,1,"Monday, Wednesday and Friday for 6 weeks",RP2D
15596915,NA,205,paclitaxel,30,mg/m2,1,every 7 days and 1 hour before radiation for 7 courses,RP2D
21989766,NCT00528619,214,sunitinib,37.5,mg,1,continuous daily,CDD schedule
21989766,NCT00528619,214,pemetrexed,500,mg/m2,1,once every 3 weeks (q3w),CDD schedule
21989766,NCT00528619,214,sunitinib,50,mg,1,daily 2 weeks on/1 week off treatment schedule,on Schedule 2/1
21989766,NCT00528619,214,pemetrexed,500,mg/m2,1,once every 3 weeks (q3w),on Schedule 2/1
25920360,NCT01985295,223,pazopanib,800,mg,1,"daily for 6 weeks, initiated one week prior to RT on Day 1 of study and continued until the last fraction",RD
31186313,NCT01438554,224,pazopanib,800,mg,1,daily every day of a 28-day cycle,RP2D
31186313,NCT01438554,224,trametinib,2,mg,1,daily every day of a 28-day cycle,RP2D
31506897,NCT01591421,226,bkm120,60,mg,1,daily 5 out of 7 days per week,RP2D
10506594,NA,230,ly231514,600,mg/m2,1,on day 1 every 3 weeks,cohort 1
10506594,NA,230,cisplatin,100,mg/m2,1,on day 1 every 3 weeks,cohort 1
10506594,NA,230,cisplatin,100,mg/m2,1,on day 1 every 3 weeks,cohort 1
10506594,NA,230,ly231514,600,mg/m2,1,on day 1 every 3 weeks,cohort 2
10506594,NA,230,cisplatin,75,mg/m2,1,on day 2 every 3 weeks,cohort 2
10506594,NA,230,cisplatin,75,mg/m2,1,on day 2 every 3 weeks,cohort 2
33203645,NCT01960023,233,neratinib,240,mg,1,daily of each 4-week cycle,RP2D
26291057,NCT00732420,238,pazopanib,800,mg,1,daily (QD) throughout the cycle,treatment arm A (P2A)
26291057,NCT00732420,238,topotecan,8,mg,1,"day 1, 8 and 15 in a 28-day cycle",treatment arm A (P2A)
26291057,NCT00732420,238,topotecan,8,mg,1,"day 1, 8 and 15 in a 28-day cycle",treatment arm A (P2A)
26291057,NCT00732420,238,pazopanib,800,mg,1,daily (QD) throughout the cycle,treatment arm B (P2B)
26291057,NCT00732420,238,topotecan,2.5,mg,1,on days 1–5 in a 21-day cycle,treatment arm B (P2B)
26291057,NCT00732420,238,topotecan,2.5,mg,1,on days 1–5 in a 21-day cycle,treatment arm B (P2B)
23857966,NCT00929903,242,pazopanib,450,mg,1,daily in 28-day cycles,tablet
23857966,NCT00929903,242,pazopanib,160,mg,1,daily in 28-day cycles,suspension
23653147,NA,247,pazopanib,200,mg,1,on days 1 to 21 of a 21-day cycle,"Patients with moderate and severe liver
dysfunction"
23653147,NA,247,pazopanib,800,mg,1,on days 1 to 21 of a 21-day cycle,patients with mild liver dysfunction
24919569,NCT00788957,255,panitumumab,6,mg/kg,1,once every 2 weeks (Q2W),RP2D
24919569,NCT00788957,255,rilotumumab,10,mg/m2,1,once every 2 weeks (Q2W),RP2D
31420468,NCT02649686,265,durvalumab,1125 or 750,mg,1,on day 1 once every 3 weeks,RP2D
32697348,NCT00943943,273,sorafenib,800,mg,2,daily continuously after G-CSF/Plerixafor injections,RP2D
22921184,NA,281,sf1126,1110,mg/m2,1,"days 1 and 4, weekly in 28 day-cycles",MAD
27601593,NCT01209130,284,pinatuzumab vedotin,2.4,mg/kg,1,every 21 days,RP2D
27601593,NCT01209130,285,pinatuzumab vedotin,2.4,mg/kg,1,every 21 days,RP2D
27601593,NCT01209130,285,rituximab,375,mg/m2,1,every 21 days,RP2D
30082475,NCT01397825,287,alisertib,50,mg,2,on days 1 to 7 in 21-day cycles,RP2D
30082475,NCT01397825,288,alisertib,40,mg,2,on days 1 to 7 in 21-day cycles,RP2D
22875080,NA,289,pomalidomide,4,mg,1,uninterrupted daily for 28 day cycles,Cohort B
25057177, NCT00787969,290,temsirolimus,25,mg,1,"on days 1, 8, 15, and 22 every 28 days",RD
11432631,NA,291,raltitrexed,2.5,mg/m2,1,every three weeks,RP2D
11432631,NA,291,idurd,10400,mg/m2,1,a 24-hour infusion after a raltitrexed 15-minute infusion every three weeks,RP2D
27293194,NCT01410513,293,voxtalisib,50,mg,2,daily continuously,RP2D
27293194,NCT01410513,294,voxtalisib,50,mg,2,daily continuously,RP2D
11597383,NA,298,raltitrexed,3,mg/m2,1,"on days 1, 19, and 38 during the radiation therapy",RP2D
32343640,NCT03406871,302,regorafenib,80,mg,1,daily for 21 days on/7 days off in 4-week cycles,RD
32052473,NCT01471210 (CA186-011) & NCT01775631 (CA186-017),307,rituximab,375,mg/m2,1,QW (during the first 4 weeks of each 12-week cycle),MTD not determined
30060083,NCT01594229,308,venetoclax,800,mg,1,on days 1-28 of each 28 day cycle,RP2D
29563636,NCT01004003,309,nintedanib,200,mg,2,daily,For both groups
25976292,NA,310,ruxolitinib,50,mg/m2,2,daily (BID) in 28-daycycles,RP2D
25248753,NA,311,ganetespib,200,mg/m2,1,"on days 1, 8, and 15 of each 28 day cycle",RP2D
22415798,NA,313,vorinostat,300,mg,1,daily days 1–14 of a 21-day cycle,RP2D
25371323,NA,314,sorafenib,400,mg,2,daily in 28-day cycle,RP2D
25371323,NA,314,entinostat,10,mg,1,once every 2 weeks in 28-day cycle,RP2D
22962440,NA,316,sorafenib,200,mg/m2,2,for consecutive 28-day cycles,RP2D for children with solid tumors
22962440,NA,316,sorafenib,150,mg/m2,2,for consecutive 28-day cycles,RP2D for children with leukemias
28488066,NCT01276210,317,sorafenib,400,mg,2,begun 5–7 days prior to SRS and continued for 14 days thereafter,RP2D
23061485,NA,320,sorafenib,300,mg,2,on cycle days 2 – 28,RP2D
23061485,NA,320,cytarabine,10,mg,2,on cycle days 1 – 10,RP2D
25818407,NCT00783653,321,ara-c,100,mg/m2/d,1,continuous intravenous infusion on days 1–7,Induction therapy
25818407,NCT00783653,321,ara-c,100,mg/m2/d,1,continuous intravenous infusion on days 1–7,Induction therapy
25818407,NCT00783653,321,daunorubicin,60,mg/m2/d,1,on days 1–3,Induction therapy
25818407,NCT00783653,321,ara-c,1000,mg/m2/d,2,"on days 1, 3 and 5 for 3 cycles",consolidation
25818407,NCT00783653,321,ara-c,1000,mg/m2/d,2,"on days 1, 3 and 5 for 3 cycles",consolidation
25818407,NCT00783653,321,sunitinib,25,mg,1,on days 1-7 of each cycle,RD for maintenance therapy for 2 year
20109071,NA,324,sorafenib,300,mg,2,continuously,RP2D
25294187,NA,327,tivantinib,360,mg,2,daily in 28-day cycles,RP2D
25294187,NA,327,sorafenib,400,mg,2,daily in 28-day cycles,RP2D
33824476,NCT02115373,329,tepotinib,500,mg,1,"QD, continuous 21-day cycles",RP2D
29898591,NCT01942083,333,opb-111077,250,mg,1,"daily in a 24-day initial treatment cycle (cycle 1), and 21-day subsequent treatment cycles (cycle 2 onwards)",RD for the continuous dosing regimen
29898591,NCT01942083,333,opb-111077,600,mg,1,"4-days on/3-days off in a 24-day initial treatment cycle (cycle 1), and 21-day subsequent treatment cycles (cycle 2 onwards)",RD for the intermittent dosing regimen
15073100,NA,336,il-2,6,MIU,1,"starting at week 2, daily for 4 consecutive weeks",in protocol NHL01
15073100,NA,336,il-2,6,MIU,1,"starting at week 2, daily for 4 consecutive weeks",in protocol NHL01
15073100,NA,336,il-2,14,MIU,1,"starting at week 2, thrice weekly for 4 consecutive weeks",In study NHL02
15073100,NA,336,il-2,14,MIU,1,"starting at week 2, thrice weekly for 4 consecutive weeks",In study NHL02
25711511,NCT01656265,341,tivantinib,120,mg,2,daily,recommended among Japanese patients with HCC regardless of CYP2C19 phe-notype
21246251,NA,348,sorafenib,400,mg,2,daily in 28-day cycles,RD
21246251,NA,348,interferon-alpha,6,MIU,1,"from Day -14 to -1, then tiw with sorafenib in 28-day cycles",RD
21246251,NA,348,interferon-alpha,6,MIU,1,"from Day -14 to -1, then tiw with sorafenib in 28-day cycles",RD
21954442,NA,349,sorafenib,600,mg,2,on a continuous BID schedule,for the +EIASD arm
21954442,NA,349,sorafenib,800,mg,2,on a continuous BID schedule,for the -EIASD arm
30478190, NCT01296581,350,vorolanib,400,mg,1,daily in a 28 day cycle,RD
33972742,NCT01988493,355,tepotinib,500,mg,1,daily over a 21-day cycle,RP2D
25467181,NA,365,cixutumumab,6,mg/kg,1,once every 7 days in 28-day cycles,RP2D
25467181,NA,365,temsirolimus,8,mg/m2,1,once every 7 days in 28-day cycles,RP2D
11302252,NA,368,bcnu,150,mg,1,on day 1 of a 42-day cycle,BCNU followed in 2 h by temozolomide
11302252,NA,368,temozolomide,550,mg,1,on day 1 of a 42-day cycle,BCNU followed in 2 h by temozolomide
11302252,NA,368,temozolomide,550,mg,1,on day 1 of a 42-day cycle,BCNU followed in 2 h by temozolomide
11302252,NA,368,bcnu,100,mg,1,on day 1 of a 42-day cycle,temozolomide followed in 4 h by BCNU
11302252,NA,368,temozolomide,400,mg,1,on day 1 of a 42-day cycle,temozolomide followed in 4 h by BCNU
11302252,NA,368,temozolomide,400,mg,1,on day 1 of a 42-day cycle,temozolomide followed in 4 h by BCNU
21735117,NA,371,sch 66336,150,mg,2,daily,stratum A
21735117,NA,371,temozolomide,150/200,mg/m2,1,"150 mg/m2 daily for 5 days for the first 28-day cycle and escalated to 200 mg/m2 daily for 5 days every 28 days, during subsequent cycles if tolerated (no grade 3 or 4 toxicity).",stratum A
21735117,NA,371,temozolomide,150/200,mg/m2,1,"150 mg/m2 daily for 5 days for the first 28-day cycle and escalated to 200 mg/m2 daily for 5 days every 28 days, during subsequent cycles if tolerated (no grade 3 or 4 toxicity).",stratum A
21735117,NA,371,sch 66336,175,mg,2,daily,stratum B
21735117,NA,371,temozolomide,150/200,mg/m2,1,"150 mg/m2 daily for 5 days for the first 28-day cycle and escalated to 200 mg/m2 daily for 5 days every 28 days, during subsequent cycles if tolerated (no grade 3 or 4 toxicity).",stratum B
21735117,NA,371,temozolomide,150/200,mg/m2,1,"150 mg/m2 daily for 5 days for the first 28-day cycle and escalated to 200 mg/m2 daily for 5 days every 28 days, during subsequent cycles if tolerated (no grade 3 or 4 toxicity).",stratum B
24908656,NA,375,veliparib,25,mg/m2,2,on days 1–5 of each 28-day course,RP2D
24908656,NA,375,temozolomide,135,mg/m2,1,on days 1–5 of each 28-day course,RP2D
24908656,NA,375,temozolomide,135,mg/m2,1,on days 1–5 of each 28-day course,RP2D
15014015,NA,378,bcnu,80,mg/m2,1,"on day 5, 2 h after TEM every 6 weeks",on Seq T->B
15014015,NA,378,temozolomide,100,mg/m2,1,on days 1-5 every 6 weeks,on Seq T->B
15014015,NA,378,temozolomide,100,mg/m2,1,on days 1-5 every 6 weeks,on Seq T->B
15014015,NA,378,bcnu,150,mg/m2,1,on day 1 followed by TEM every 6 weeks,on Seq B->T
15014015,NA,378,temozolomide,110,mg/m2,1,on days 1-5 every 6 weeks,on Seq B->T
15014015,NA,378,temozolomide,110,mg/m2,1,on days 1-5 every 6 weeks,on Seq B->T
20156802,NA,379,enzastaurin,250,mg,1,daily before the first dose of RT to the night before the last dose of RT,RP2D
10561328,NA,384,temozolomide,200,mg/m2,1,daily for 5 consecutive days every 28 days,for MP and HP patients
10561328,NA,384,temozolomide,200,mg/m2,1,daily for 5 consecutive days every 28 days,for MP and HP patients
26285766,NA,388,iniparib,8.6,mg/kg,1,"on two consecutive days weekly (weeks 1–4 with mTMZ, beginning with day 1 of TMZ",RP2D
26285766,NA,388,temozolomide,150/200,mg/m2,1,150 mg/m2 in cycle 1 and 200 mg/m2 in cycles 2–6 on days 1–5 of each of six 4-week cycles,for mTMZ
26285766,NA,388,temozolomide,150/200,mg/m2,1,150 mg/m2 in cycle 1 and 200 mg/m2 in cycles 2–6 on days 1–5 of each of six 4-week cycles,for mTMZ
26285766,NA,388,iniparib,8,mg/kg,1,"on two consecutive days weekly (weeks 1–6 with cTMZ, beginning with day 1 of TMZ",RP2D
26285766,NA,388,temozolomide,75,mg/m2,1,daily for 6 weeks of each of three 10-weekcycles,for cTMZ
26285766,NA,388,temozolomide,75,mg/m2,1,daily for 6 weeks of each of three 10-weekcycles,for cTMZ
9738573,NA,392,temozolomide,215,mg/m2,1,"daily for 5 days, with subsequent courses administered every 21 to 28 days",for patients on the non-CSI stratum
9738573,NA,392,temozolomide,215,mg/m2,1,"daily for 5 days, with subsequent courses administered every 21 to 28 days",for patients on the non-CSI stratum
9738573,NA,392,temozolomide,180,mg/m2,1,"daily for 5 days, with subsequent courses administered every 21 to 28 days",for the CSI stratum
9738573,NA,392,temozolomide,180,mg/m2,1,"daily for 5 days, with subsequent courses administered every 21 to 28 days",for the CSI stratum
9744506,NA,393,temozolomide,1000,mg/m2,1,on 5 consecutive days per 28-day cycle,in patients who had not received prior spinal irradiation or nitrosoureas
9744506,NA,393,temozolomide,1000,mg/m2,1,on 5 consecutive days per 28-day cycle,in patients who had not received prior spinal irradiation or nitrosoureas
22923449,NCT00268385,397,vorinostat,300,mg,1,on days 1–14 of every 28 days,Part 1A
22923449,NCT00268385,397,temozolomide,150,mg/m2,1,on days 1–5 of every 28 days,Part 1A
22923449,NCT00268385,397,temozolomide,150,mg/m2,1,on days 1–5 of every 28 days,Part 1A
22923449,NCT00268385,397,vorinostat,500,mg,1,on days 1–7 and 14–21 of every 28 days,Part 1B
22923449,NCT00268385,397,temozolomide,150,mg/m2,1,on days 1–5 of every 28 days,Part 1B
22923449,NCT00268385,397,temozolomide,150,mg/m2,1,on days 1–5 of every 28 days,Part 1B
22923449,NCT00268385,397,vorinostat,400,mg,1,on days 1–7 and 14–21 of every 28 days,Part 2
22923449,NCT00268385,397,temozolomide,150/200,mg/m2,1,150 mg/m2 on days 1–5 of first 28 day cycle and 200 mg/m2 on days 1–5 of subsequent 28-day cycle,Part 2
22923449,NCT00268385,397,temozolomide,150/200,mg/m2,1,150 mg/m2 on days 1–5 of first 28 day cycle and 200 mg/m2 on days 1–5 of subsequent 28-day cycle,Part 2
24991839,NA,399,hydroxychloroquine,600,mg,2,daily in 28-day cycles,RP2D
24991839,NA,399,hydroxychloroquine,600,mg,2,daily in 28-day cycles,RP2D
18006772,NA,401,temozolomide,562,mg/m2,1,at least 6 h after completion of O6-benzylguanine bolus. Treatment was repeated at least 4weeks apart,in stratum 1
18006772,NA,401,temozolomide,562,mg/m2,1,at least 6 h after completion of O6-benzylguanine bolus. Treatment was repeated at least 4weeks apart,in stratum 1
18006772,NA,401,o6-benzylguanine,120/30,mg/m2/d,1,i.v. as a 1-h bolus of 120 mg/m2 followed by 48-h continuous infusion at 30 mg/m2/day. Treatment was repeated at least 4weeks apart,in stratum 1
18006772,NA,401,temozolomide,407,mg/m2,1,at least 6 h after completion of O6-benzylguanine bolus. Treatment was repeated at least 4weeks apart,in stratum 2
18006772,NA,401,temozolomide,407,mg/m2,1,at least 6 h after completion of O6-benzylguanine bolus. Treatment was repeated at least 4weeks apart,in stratum 2
18006772,NA,401,o6-benzylguanine,120/30,mg/m2/d,1,i.v. as a 1-h bolus of 120 mg/m2 followed by 48-h continuous infusion at 30 mg/m2/day. Treatment was repeated at least 4weeks apart,in stratum 2
