PMID,NCTID,CombnID,DLT,Grade,At_Level,Duration,Observed_Frequency,Total,Occurence,Comments,combined_dose_info
11710824,NA,975,3rd weekly cisplatin administration (cycle) postponed more than 2 weeks due to persistent thrombocytopenia,NA,1,NA,1,10,NA,NA,"topotecan (0.45 mg/m2), topotecan (0.45 mg/m2), cisplatin (70 mg/m2), cisplatin (70 mg/m2)"
11710824,NA,975,neutropenia,4,1,>5 days,1,10,NA,NA,"topotecan (0.45 mg/m2), topotecan (0.45 mg/m2), cisplatin (70 mg/m2), cisplatin (70 mg/m2)"
11710824,NA,975,thrombocytopenia,4,1,NA,1,10,NA,NA,"topotecan (0.45 mg/m2), topotecan (0.45 mg/m2), cisplatin (70 mg/m2), cisplatin (70 mg/m2)"
11710824,NA,975,vomiting,4,1,NA,1,10,NA,NA,"topotecan (0.45 mg/m2), topotecan (0.45 mg/m2), cisplatin (70 mg/m2), cisplatin (70 mg/m2)"
11710824,NA,975,delay of their 4th cycle by more than 2 weeks because of prolonged neutropenia,NA,2,NA,1,2,NA,NA,"topotecan (0.45 mg/m2), topotecan (0.45 mg/m2), cisplatin (70 mg/m2), cisplatin (70 mg/m2)"
11710824,NA,975,delay of their 4th cycle by more than 2 weeks because of neutro-and thrombocytopenia,NA,2,NA,1,2,NA,NA,"topotecan (0.45 mg/m2), topotecan (0.45 mg/m2), cisplatin (70 mg/m2), cisplatin (70 mg/m2)"
11710824,NA,975,The 3rd cycle was delayed by more than 2 weeks because of thrombocytopenia,NA,3.5,NA,1,3,NA,NA,"topotecan (0.6 mg/m2), topotecan (0.6 mg/m2), cisplatin (70 mg/m2), cisplatin (70 mg/m2)"
11710824,NA,975,The 3rd cycle was delayed by more than 2 weeks because of thrombocytopenia followed by neutropenia,NA,3.5,NA,1,3,NA,NA,"topotecan (0.6 mg/m2), topotecan (0.6 mg/m2), cisplatin (70 mg/m2), cisplatin (70 mg/m2)"
15216957,NA,976,Radiation mucositis required a treatment break,4,3,NA,2,3,NA,NA,"paclitaxel (50 mg/m2), irradiation (2 Gy)"
15216957,NA,976,Radiation mucositis required  interruption  of  paclitaxel  administration,4,3,NA,3,3,NA,NA,"paclitaxel (50 mg/m2), irradiation (2 Gy)"
17021821,NA,978,Febrile neutropenia,NA,1,NA,1,6,NA,NA,"vinorelbine (60 mg/m2), paclitaxel (110 mg/m2)"
17021821,NA,978,Neutropenic infection,NA,1,NA,1,6,NA,NA,"vinorelbine (60 mg/m2), paclitaxel (110 mg/m2)"
17021821,NA,978,D15 cancelled for haematotoxicity,NA,2,NA,1,3,NA,NA,"vinorelbine (70 mg/m2), paclitaxel (110 mg/m2)"
17021821,NA,978,D15 cancelled for neutropenia,NA,3 & 3.5,NA,4,9,NA,NA,NA
17021821,NA,978,D15 cancelled for non-complicated neutropenia,NA,4,NA,1,6,NA,NA,"vinorelbine (80 mg/m2), paclitaxel (135 mg/m2)"
17021821,NA,978,D15 cancelled for non-complicated neutropenia,NA,5 & 5.5,NA,5,8,NA,NA,NA
17021821,NA,978,neutropenia,4,5 & 5.5,>=7 days,1,8,NA,NA,NA
17021821,NA,978,Febrile neutropenia,NA,4,NA,1,6,NA,NA,"vinorelbine (80 mg/m2), paclitaxel (135 mg/m2)"
17021821,NA,978,Neutropenic infection,NA,4,NA,2,6,NA,NA,"vinorelbine (80 mg/m2), paclitaxel (135 mg/m2)"
16891865,NA,979,Esophagitis,3,4,NA,1,6,NA,NA,"paclitaxel poliglumex (70 mg/m2), radiation (1.8 Gy)"
16891865,NA,979,Gastritis/Esophagitis,3,5,NA,2,4,NA,NA,"paclitaxel poliglumex (80 mg/m2), radiation (1.8 Gy)"
16891865,NA,979,neutropenia,4,5,NA,1,4,NA,NA,"paclitaxel poliglumex (80 mg/m2), radiation (1.8 Gy)"
16891865,NA,979,Dehydration,3,5,NA,1,4,NA,NA,"paclitaxel poliglumex (80 mg/m2), radiation (1.8 Gy)"
18414864,NA,980,hyperbilirubinemia,3,6,NA,1,8,NA,NA,dha-paclitaxel (600 mg/m2)
12006516,NA,981,sensory neuropathy,3,2,NA,1,6,NA,NA,abi-007 (300 mg/m2)
12006516,NA,981,sensory neuropathy,3,3,NA,3,6,NA,NA,abi-007 (375 mg/m2)
12006516,NA,981,stomatitis,3,3,NA,2,6,NA,NA,abi-007 (375 mg/m2)
12006516,NA,981,superficial keratopathy,3,3,NA,2,6,NA,NA,abi-007 (375 mg/m2)
12231518,NA,982,Diarrhea,3,4,NA,2,21,NA,NA,bms-184476 (40 mg/m2)
12231518,NA,982,febrile neutropenia,4,4,NA,2,21,NA,NA,bms-184476 (40 mg/m2)
12231518,NA,982,Diarrhea,3,5,NA,1,18,NA,NA,bms-184476 (50 mg/m2)
12231518,NA,982,Febrile neutropenia,4,5,NA,2,18,NA,NA,bms-184476 (50 mg/m2)
12231518,NA,982,Diarrhea,3,6,NA,1,3,NA,NA,bms-184476 (60 mg/m2)
12231518,NA,982,Febrile neutropenia,4,6,NA,2,3,NA,NA,bms-184476 (60 mg/m2)
12231518,NA,982,Stomatitis,3,6,NA,1,3,NA,NA,bms-184476 (60 mg/m2)
12231518,NA,982,Febrile neutropenia,4,7,NA,2,8,NA,NA,bms-184476 (50 mg/m2)
16258082,NA,983,neutropenia,4,3,NA,2,3,NA,Heavily pretreated patients,abi-007 (125 mg/m2)
16258082,NA,983,lower extremity peripheral neuropathy,3,5,NA,2,6,at the conclusion of two and three cycles of therapy,Lightly pretreated patients,abi-007 (175 mg/m2)
12460783,NA,984,cardiac dysrhythmia,3,5,NA,1,6,NA,NA,ly355703 (0.68 mg/m2)
12460783,NA,984,cardiac dysrhythmia,3,8,NA,1,8,NA,NA,ly355703 (1.48 mg/m2)
12460783,NA,984,neuropathic pain,3,9,NA,1,5,NA,NA,ly355703 (1.92 mg/m2)
12460783,NA,984,myalgia,3,9,NA,1,5,NA,NA,ly355703 (1.92 mg/m2)
12460783,NA,984,myalgia,3,10,NA,2,2,NA,NA,ly355703 (1.71 mg/m2)
12460783,NA,984,hypertension,3,11,NA,1,8,NA,NA,ly355703 (1 mg/m2)
12176795,NA,985,infection,5,6,NA,1,17,NA,NA,rpr 109881a (90 mg/m2)
12176795,NA,985,FN,NA,6,NA,5,17,NA,NA,rpr 109881a (90 mg/m2)
12176795,NA,985,diarrhea,3,6,NA,1,17,NA,NA,rpr 109881a (90 mg/m2)
12176795,NA,985,neutropenia,4,6,>7 days,7,17,NA,NA,rpr 109881a (90 mg/m2)
12176795,NA,985,FN,NA,7,NA,1,5,NA,NA,rpr 109881a (105 mg/m2)
12176795,NA,985,diarrhea,4,7,NA,1,5,NA,NA,rpr 109881a (105 mg/m2)
12176795,NA,985,fatigue,3,7,NA,1,5,NA,NA,rpr 109881a (105 mg/m2)
16248762,NA,986,thrombocytopenia,4,3,NA,1,5,NA,NA,"90y-mcc49 (14 mCi/m2), ifn (3 x 10^6 IU)"
16248762,NA,986,neutropenia,4,4,NA,2,4,NA,NA,"90y-mcc49 (17 mCi/m2), ifn (3 x 10^6 IU)"
16248762,NA,986,thrombocytopenia,4,4,NA,3,4,NA,NA,"90y-mcc49 (17 mCi/m2), ifn (3 x 10^6 IU)"
16248762,NA,987,reversible neutropenia,4,1,NA,1,3,NA,NA,"90y-mcc49 (17 mCi/m2), edta (25 mg/kg), ifn (3 x 10^6 IU)"
16248762,NA,987,reversible thrombocytopenia,4,1,NA,2,3,NA,NA,"90y-mcc49 (17 mCi/m2), edta (25 mg/kg), ifn (3 x 10^6 IU)"
16248762,NA,987,irreversible neutropenia,4,3,NA,1,3,NA,NA,"90y-mcc49 (20 mCi/m2), dtpa (125 mg/m2), ifn (3 x 10^6 IU)"
16248762,NA,987,irreversible thrombocytopenia,4,3,NA,2,3,NA,NA,"90y-mcc49 (20 mCi/m2), dtpa (125 mg/m2), ifn (3 x 10^6 IU)"
16248762,NA,988,neutropenia,4,1,NA,1,2,NA,NA,"90y-mcc49 (14 mCi/m2), paclitaxel (80 mg/m2), ifn (3 x 10^6 IU)"
16248762,NA,988,thrombocytopenia,4,1,NA,2,2,NA,NA,"90y-mcc49 (14 mCi/m2), paclitaxel (80 mg/m2), ifn (3 x 10^6 IU)"
16248762,NA,988,neutropenia,4,0,NA,1,5,NA,NA,"90y-mcc49 (14 mCi/m2), paclitaxel (60 mg/m2), ifn (3 x 10^6 IU)"
16248762,NA,988,thrombocytopenia,4,0,NA,1,5,NA,NA,"90y-mcc49 (14 mCi/m2), paclitaxel (60 mg/m2), ifn (3 x 10^6 IU)"
12110496,NA,989,vomiting,4,4,NA,1,6,NA,NA,"paclitaxel (110 mg/m2), cisplatin (70 mg/m2), cisplatin (70 mg/m2)"
12110496,NA,989,diarrhoea,4,4,NA,1,6,NA,NA,"paclitaxel (110 mg/m2), cisplatin (70 mg/m2), cisplatin (70 mg/m2)"
12110496,NA,989,neutropenic enterocolitis with sepsis,5,4,NA,1,6,NA,NA,"paclitaxel (110 mg/m2), cisplatin (70 mg/m2), cisplatin (70 mg/m2)"
17452427,NA,990,transient esophagitis,3,2,NA,1,6,NA,NA,"paclitaxel (135 mg/m2), nedaplatin (80 mg/m2), thoracic radiation therapy (2 Gy)"
17452427,NA,990,infection not associated with neutropenia,3,2,NA,1,6,NA,NA,"paclitaxel (135 mg/m2), nedaplatin (80 mg/m2), thoracic radiation therapy (2 Gy)"
17452427,NA,990,Pneumonitis,4,1,NA,1,6,NA,NA,"paclitaxel (120 mg/m2), nedaplatin (80 mg/m2), thoracic radiation therapy (2 Gy)"
17452427,NA,990,radiation pneumonitis,4,2,NA,1,6,NA,NA,"paclitaxel (135 mg/m2), nedaplatin (80 mg/m2), thoracic radiation therapy (2 Gy)"
17452427,NA,990,leukopenia,4,3,NA,1,3,NA,NA,"paclitaxel (150 mg/m2), nedaplatin (80 mg/m2), thoracic radiation therapy (2 Gy)"
17589845,NA,991,pulmonary toxicity owing to P. carinii pneumonia,3,1,NA,1,6,NA,NA,"paclitaxel (70 mg/m2), nedaplatin (80 mg/m2)"
17589845,NA,991,pulmonary toxicity owing to P. carinii pneumonia,4,3,NA,1,9,NA,NA,"paclitaxel (90 mg/m2), nedaplatin (80 mg/m2)"
17589845,NA,991,neutropenic fever,NA,4,NA,1,3,NA,NA,"paclitaxel (90 mg/m2), nedaplatin (100 mg/m2)"
17589845,NA,991,Elevation of transaminase,3,4,NA,1,3,NA,NA,"paclitaxel (90 mg/m2), nedaplatin (100 mg/m2)"
14701767,NA,994,A treatment break longer than 2 weeks,NA,6,NA,1,17,NA,NA,"paclitaxel (80 mg/m2), cisplatin (30 mg/m2), cisplatin (30 mg/m2), multifield, external-beam megavoltage radiation (1.8 Gy)"
16537186,NA,995,regular treatment delays of ≥1 week due to slow neutrophil recovery,NA,3,NA,6,6,NA,NA,"paclitaxel (20 mg/m2), cisplatin (15 mg/m2), cisplatin (15 mg/m2), hyperfractionated splitcourse radiotherapy (150 cGy)"
17091249,NA,996,febrile neutropenia,NA,4,NA,2,4,NA,NA,mac-321 (75 mg/m2)
17510207,NA,997,acute (<24 h after drug administration) neutropenia,4,5,NA,2,3,NA,NA,"paclitaxel (80 mg/m2), bms-214662 (245 mg/m2)"
17510207,NA,997,elevation in serum transaminases,3,5,NA,1,3,NA,NA,"paclitaxel (80 mg/m2), bms-214662 (245 mg/m2)"
17510207,NA,997,febrile neutropenia with sepsis,3,3,NA,1,9,on day 2,NA,"paclitaxel (80 mg/m2), bms-214662 (200 mg/m2)"
17510207,NA,997,diarrhea,3,3,NA,2,9,day 18,NA,"paclitaxel (80 mg/m2), bms-214662 (200 mg/m2)"
17510207,NA,997,elevations in serum aspartate aminotransferase,3 or 4,3,NA,1,9,on day 2,NA,"paclitaxel (80 mg/m2), bms-214662 (200 mg/m2)"
16551860,NA,998,peripheral neuropathy,3,11,NA,1,6,NA,NA,bms-275183 (320 mg/m2)
16551860,NA,998,dose reduced in the first cycle because of grade 2 sensory neuropathy,NA,11,NA,2,6,NA,NA,bms-275183 (320 mg/m2)
16551860,NA,998,persisting arthralgia,2,11,NA,1,6,NA,NA,bms-275183 (320 mg/m2)
16551860,NA,998,peripheral neuropathy,3,10,NA,2,2,NA,NA,bms-275183 (240 mg/m2)
16551860,NA,998,malaise,4,9,NA,1,20,NA,NA,bms-275183 (200 mg/m2)
16551860,NA,998,fatigue,3,9,NA,2,20,NA,NA,bms-275183 (200 mg/m2)
16551860,NA,998,neutropenia/diarrhea,4,9,NA,1,20,NA,NA,bms-275183 (200 mg/m2)
16551860,NA,998,dose reduced in the first cycle because of grade 2 peripheral neuropathy,NA,9,NA,3,20,NA,NA,bms-275183 (200 mg/m2)
16557435,NA,202,neutropenia,4,1,NA,1,3,NA,NA,"paclitaxel (100 mg/m2), cisplatin (30 mg/m2), cisplatin (30 mg/m2)"
16557435,NA,202,febrile neutropenia,4,4,NA,1,6,NA,NA,"paclitaxel (160 mg/m2), cisplatin (30 mg/m2), cisplatin (30 mg/m2)"
16557435,NA,202,motor neuropathy,3,5,NA,1,3,NA,NA,"paclitaxel (180 mg/m2), cisplatin (30 mg/m2), cisplatin (30 mg/m2)"
16557435,NA,202,myalgia,3,5,NA,1,3,NA,NA,"paclitaxel (180 mg/m2), cisplatin (30 mg/m2), cisplatin (30 mg/m2)"
16557435,NA,202,dyspnea,3,5,NA,1,3,NA,NA,"paclitaxel (180 mg/m2), cisplatin (30 mg/m2), cisplatin (30 mg/m2)"
15026799,NA,203,paclitaxel administration omitted on day 15 due to leucopenia,NA,2,NA,1,6,NA,NA,"paclitaxel (50 mg/m2), cisplatin (80 mg/m2), cisplatin (80 mg/m2)"
15026799,NA,203,febrile neutropenia,4,2,NA,1,6,NA,NA,"paclitaxel (50 mg/m2), cisplatin (80 mg/m2), cisplatin (80 mg/m2)"
15026799,NA,203,neutropenia despite receiving rhG-CSF,4,4,>4 days,1,6,NA,NA,"paclitaxel (70 mg/m2), cisplatin (80 mg/m2), cisplatin (80 mg/m2)"
15026799,NA,203,paclitaxel administration omitted on day 15 due to leucopenia,NA,4,NA,1,6,NA,NA,"paclitaxel (70 mg/m2), cisplatin (80 mg/m2), cisplatin (80 mg/m2)"
15026799,NA,203,paclitaxel administration omitted on day 8 due to thrombocytopenia,NA,4,NA,1,6,NA,NA,"paclitaxel (70 mg/m2), cisplatin (80 mg/m2), cisplatin (80 mg/m2)"
15026799,NA,203,fatigue,3,4,NA,1,6,NA,NA,"paclitaxel (70 mg/m2), cisplatin (80 mg/m2), cisplatin (80 mg/m2)"
18235124,NA,204,febrile neutropenia,NA,3,NA,1,6,NA,NA,nab-paclitaxel (150 mg/m2)
18235124,NA,204,sensory neuropathy,3,3,NA,1,6,NA,NA,nab-paclitaxel (150 mg/m2)
15596915,NA,205,mucositis in the oral and pharyngeal cavity,3,2,5 weeks,1,10,NA,NA,"paclitaxel (30 mg/m2), conventional radiotherapy (2 Gy)"
15596915,NA,205,mucositis,3,3,3 weeks,1,3,NA,NA,"paclitaxel (40 mg/m2), conventional radiotherapy (2 Gy)"
15596915,NA,205,dermatitis,3,3,3 weeks,1,3,NA,NA,"paclitaxel (40 mg/m2), conventional radiotherapy (2 Gy)"
16889823,NA,206,requiring dose reduction after her second cycle secondary to weight loss,NA,2,NA,1,4,NA,NA,"paclitaxel (40 mg/m2), cisplatin (40 mg/m2), cisplatin (40 mg/m2), whole pelvic irradiation (180 cGy)"
16889823,NA,206,a 23-day delay in chemotherapy secondary to leukopenia,NA,3,NA,1,4,NA,NA,"paclitaxel (50 mg/m2), cisplatin (40 mg/m2), cisplatin (40 mg/m2), whole pelvic irradiation (180 cGy)"
16889823,NA,206,"treatment was complicated by thyroid storm and hospital admissions for GI toxicity, and she was ultimately removed from study therapy prior to her sixth cycle",NA,3,NA,1,4,NA,NA,"paclitaxel (50 mg/m2), cisplatin (40 mg/m2), cisplatin (40 mg/m2), whole pelvic irradiation (180 cGy)"
16889823,NA,206,received only four cycles of paclitaxel and five cycles of cisplatin due to gastrointestinal toxicity,NA,4,NA,1,3,NA,NA,"paclitaxel (50 mg/m2), cisplatin (30 mg/m2), cisplatin (30 mg/m2), whole pelvic irradiation (180 cGy)"
16889823,NA,206,received only four cycles of paclitaxel (due to a hypersensitivity reaction) and five cycles of cisplatin,NA,4,NA,1,3,NA,NA,"paclitaxel (50 mg/m2), cisplatin (30 mg/m2), cisplatin (30 mg/m2), whole pelvic irradiation (180 cGy)"
15010068,NA,207,receiving less than 70% of the intended cumulative dose of LEP,NA,3,NA,1,7,NA,NA,lep (150 mg/m2)
15127231,NA,209,Neutropenia,3 or 4,5,NA,4,6,NA,NA,"topotecan (1.75 mg/m2), topotecan (1.75 mg/m2), paclitaxel (80 mg/m2)"
15127231,NA,209,Neutropenia,3 or 4,6,NA,4,6,NA,NA,"topotecan (2 mg/m2), topotecan (2 mg/m2), paclitaxel (80 mg/m2)"
15613553,NA,210,pulmonary toxicities,4,1,NA,1,7,NA,NA,"paclitaxel (30 mg/m2), nedaplatin (20 mg/m2), thoracic rt (2 Gy)"
15613553,NA,210,pulmonary toxicities,4,3,NA,1,6,NA,NA,"paclitaxel (40 mg/m2), nedaplatin (20 mg/m2), thoracic rt (2 Gy)"
15613553,NA,210,esophagitis,4,3,NA,1,6,NA,NA,"paclitaxel (40 mg/m2), nedaplatin (20 mg/m2), thoracic rt (2 Gy)"
31164456,NCT02352571,211,Maculopapular rash,3,5,NA,1,6,NA,NA,gc1118 (5 mg/kg)
31164456,NCT02352571,211,exfoliative dermatitis,3,5,NA,1,6,NA,NA,gc1118 (5 mg/kg)
23054206,NCT00692159,212,anemia,3,4,NA,3,6,NA,NA,"trc102 (100 mg/m2), pemetrexed (500 mg/m2)"
26386124,ACTRN12609000294257,213,splenic infarction,4,2,NA,1,3,NA,NA,"cp-870,893 (2 mg/kg), cisplatin (75 mg/m2), cisplatin (75 mg/m2), pemetrexed (500 mg/m2)"
26386124,ACTRN12609000294257,213,confusion,3,2,NA,1,3,NA,NA,"cp-870,893 (2 mg/kg), cisplatin (75 mg/m2), cisplatin (75 mg/m2), pemetrexed (500 mg/m2)"
26386124,ACTRN12609000294257,213,hyponatraemia,3,2,NA,1,3,NA,NA,"cp-870,893 (2 mg/kg), cisplatin (75 mg/m2), cisplatin (75 mg/m2), pemetrexed (500 mg/m2)"
21989766,NCT00528619,214,febrile neutropenia,3,3,NA,1,22,NA,NA,"sunitinib (37.5 mg), pemetrexed (500 mg/m2)"
21989766,NCT00528619,214,cerebral hemorrhage,5,4,NA,1,6,NA,NA,"sunitinib (50 mg), pemetrexed (500 mg/m2)"
21989766,NCT00528619,214,anorexia,3,4,NA,1,6,NA,NA,"sunitinib (50 mg), pemetrexed (500 mg/m2)"
21989766,NCT00528619,214,febrile neutropenia,3,5,NA,1,7,NA,NA,"sunitinib (50 mg), pemetrexed (500 mg/m2)"
10501910,NA,215,neutropenia,4,8,NA,3,6,NA,NA,ly231514 (700 mg/m2)
10501910,NA,215,thrombocytopenia,3 or 4,8,NA,3,6,NA,NA,ly231514 (700 mg/m2)
10501910,NA,215,cumulative fatigue,3,8,NA,1,6,NA,NA,ly231514 (700 mg/m2)
10501910,NA,215,neutropenia,4,7,NA,5,20,NA,NA,ly231514 (525 mg/m2)
10501910,NA,215,thrombocytopenia,4,7,NA,1,20,NA,NA,ly231514 (525 mg/m2)
10501910,NA,215,mucositis,3,8,NA,2,6,NA,NA,ly231514 (700 mg/m2)
10501910,NA,215,diarrhea,3,8,NA,1,6,NA,NA,ly231514 (700 mg/m2)
10501910,NA,215,rash,3,8,NA,1,6,NA,NA,ly231514 (700 mg/m2)
10501910,NA,215,anorexia,3,8,NA,1,6,NA,NA,ly231514 (700 mg/m2)
22658814,NA,216,neutropenia,4,4,NA,1,16,NA,NA,"bi 2536 (250 mg), pemetrexed (500 mg/m2)"
22658814,NA,216,febrile neutropenia,3,4,NA,3,16,NA,NA,"bi 2536 (250 mg), pemetrexed (500 mg/m2)"
22658814,NA,216,neutropenia,4,5,NA,2,11,NA,NA,"bi 2536 (300 mg), pemetrexed (500 mg/m2)"
22658814,NA,216,alanine transaminase level increase,3,5,NA,1,11,NA,NA,"bi 2536 (300 mg), pemetrexed (500 mg/m2)"
22658814,NA,216,pneumonia,3,5,NA,1,11,NA,NA,"bi 2536 (300 mg), pemetrexed (500 mg/m2)"
22658814,NA,216,neutropenic infection,3,5,NA,1,11,NA,NA,"bi 2536 (300 mg), pemetrexed (500 mg/m2)"
22658814,NA,216,febrile neutropenia,3,5,NA,1,11,NA,NA,"bi 2536 (300 mg), pemetrexed (500 mg/m2)"
22658814,NA,216,neutropenia,4,6,NA,1,3,NA,NA,"bi 2536 (325 mg), pemetrexed (500 mg/m2)"
22658814,NA,216,pruritus ,3,6,NA,1,3,NA,NA,"bi 2536 (325 mg), pemetrexed (500 mg/m2)"
22658814,NA,216,rash,3,6,NA,1,3,NA,NA,"bi 2536 (325 mg), pemetrexed (500 mg/m2)"
27717315,ChiCTR-OPN-16008316,217,thrombocytopenia,4,3,NA,1,6,NA,NA,"nedaplatin (80 mg/m2), pemetrexed (500 mg/m2), thoracic intensity-modulated radiotherapy (2 Gy)"
27717315,ChiCTR-OPN-16008316,217,pneumonitis,3,3,>1 weeks,1,6,NA,NA,"nedaplatin (80 mg/m2), pemetrexed (500 mg/m2), thoracic intensity-modulated radiotherapy (2 Gy)"
27717315,ChiCTR-OPN-16008316,217,hepatitis,3,2,NA,1,6,NA,NA,"nedaplatin (70 mg/m2), pemetrexed (500 mg/m2), thoracic intensity-modulated radiotherapy (2 Gy)"
17145830,NA,218,diarrhea,3,1,NA,1,6,NA,NA,"pemetrexed (400 mg/m2), cyclophosphamide (400 mg/m2)"
17145830,NA,218,AST/ALT,4,6,NA,1,6,NA,NA,"pemetrexed (800 mg/m2), cyclophosphamide (600 mg/m2)"
17145830,NA,218,bilirubin,3,6,NA,1,6,NA,NA,"pemetrexed (800 mg/m2), cyclophosphamide (600 mg/m2)"
17145830,NA,218,thrombocytopenia,4,13,NA,1,6,NA,NA,"pemetrexed (2100 mg/m2), cyclophosphamide (600 mg/m2)"
17145830,NA,218,rash/desquamation,3,13,NA,1,6,NA,NA,"pemetrexed (2100 mg/m2), cyclophosphamide (600 mg/m2)"
17145830,NA,218,neutropenia with G4 infection,4,14,NA,1,4,NA,NA,"pemetrexed (2400 mg/m2), cyclophosphamide (600 mg/m2)"
17145830,NA,218,diarrhea,3,14,NA,1,4,NA,NA,"pemetrexed (2400 mg/m2), cyclophosphamide (600 mg/m2)"
16940981,NA,219,ALT elevation,3,4,NA,1,6,NA,NA,"pemetrexed (700 mg/m2), vitamin b12 (1000 ug), vitamin b12 (1000 ug), folate (500 ug), folate (500 ug)"
16940981,NA,219,infection,3,8,NA,1,6,at day 6 of cycle 1,NA,"pemetrexed (1200 mg/m2), vitamin b12 (1000 ug), vitamin b12 (1000 ug), folate (500 ug), folate (500 ug)"
16940981,NA,219,rash,3,8,NA,1,6,at day 7 of cycle 1,NA,"pemetrexed (1200 mg/m2), vitamin b12 (1000 ug), vitamin b12 (1000 ug), folate (500 ug), folate (500 ug)"
20091088,NA,220,liver dysfunction,3,2,NA,1,3,NA,NA,"pemetrexed (1200 mg/m2), folic acid (350 to 600 ug), folic acid (350 to 600 ug), vitamin b12 (1000 ug), vitamin b12 (1000 ug)"
20091088,NA,220,AST/ALT,3,2,NA,1,3,NA,NA,"pemetrexed (1200 mg/m2), folic acid (350 to 600 ug), folic acid (350 to 600 ug), vitamin b12 (1000 ug), vitamin b12 (1000 ug)"
20091088,NA,220,bilirubinc,3,2,NA,1,3,NA,NA,"pemetrexed (1200 mg/m2), folic acid (350 to 600 ug), folic acid (350 to 600 ug), vitamin b12 (1000 ug), vitamin b12 (1000 ug)"
20091088,NA,220,bilirubinc,4,3,NA,1,3,NA,NA,"pemetrexed (1500 mg/m2), folic acid (350 to 600 ug), folic acid (350 to 600 ug), vitamin b12 (1000 ug), vitamin b12 (1000 ug)"
20091088,NA,220,ALT,3,3,NA,1,3,NA,NA,"pemetrexed (1500 mg/m2), folic acid (350 to 600 ug), folic acid (350 to 600 ug), vitamin b12 (1000 ug), vitamin b12 (1000 ug)"
20091088,NA,220,AST,3,6,NA,1,4,NA,NA,"pemetrexed (3600 mg/m2), folic acid (350 to 600 ug), folic acid (350 to 600 ug), vitamin b12 (1000 ug), vitamin b12 (1000 ug)"
20091088,NA,220,diarrhea,3,6,NA,1,4,NA,NA,"pemetrexed (3600 mg/m2), folic acid (350 to 600 ug), folic acid (350 to 600 ug), vitamin b12 (1000 ug), vitamin b12 (1000 ug)"
20091088,NA,220,bilirubin,4,6,NA,1,4,NA,NA,"pemetrexed (3600 mg/m2), folic acid (350 to 600 ug), folic acid (350 to 600 ug), vitamin b12 (1000 ug), vitamin b12 (1000 ug)"
34724131,NCT04012619,221,hand-foot syndrome and,3,1,NA,1,4,NA,NA,"anlotinib (12 mg/m2), pemetrexed (500 mg/m2), cisplatin or carboplatin (75 or 5 mg/m2 or AUC), anlotinib (10 mg/m2)"
34724131,NCT04012619,221,appetite loss,3,1,NA,1,4,NA,NA,"anlotinib (12 mg/m2), pemetrexed (500 mg/m2), cisplatin or carboplatin (75 or 5 mg/m2 or AUC), anlotinib (10 mg/m2)"
30382439,NA,222,thrombocytopenia,4,1,NA,2,6,NA,NA,"pemetrexed disodium (500 mg/m2), vatalanib (500 mg)"
30382439,NA,222,febrile neutropenia,3,1,NA,1,6,NA,NA,"pemetrexed disodium (500 mg/m2), vatalanib (500 mg)"
30382439,NA,222,anorexia,3,1,NA,1,6,NA,NA,"pemetrexed disodium (500 mg/m2), vatalanib (500 mg)"
30382439,NA,222,constipation,3,1,NA,1,6,NA,NA,"pemetrexed disodium (500 mg/m2), vatalanib (500 mg)"
30382439,NA,222,dehydration,3,1,NA,1,6,NA,NA,"pemetrexed disodium (500 mg/m2), vatalanib (500 mg)"
25920360,NCT01985295,223,Delayed wound healing after surgery,NA,1,NA,1,3,NA,DLT II,"pazopanib (400 mg), radiotherapy (50 Gy)"
25920360,NCT01985295,223,Delayed wound healing after surgery,NA,2,NA,1,4,NA,DLT II,"pazopanib (600 mg), radiotherapy (50 Gy)"
31186313,NCT01438554,224,fatigue possibly related to study treatment,3,1,NA,1,3,NA,NA,"pazopanib (400 mg), trametinib (1 mg)"
31186313,NCT01438554,224,muscle weakness,3,1,NA,1,3,NA,NA,"pazopanib (400 mg), trametinib (1 mg)"
15923057,NA,225,diarrhea,3,2,NA,1,6,NA,NA,"pemetrexed (400 mg/m2), vinorelbine (15 mg/m2)"
15923057,NA,225,febrile neutropenia,3,4,NA,1,6,NA,NA,"pemetrexed (500 mg/m2), vinorelbine (23 mg/m2)"
15923057,NA,225,fatigue,3,7,NA,2,7,NA,NA,"pemetrexed (700 mg/m2), vinorelbine (300 mg/m2)"
15923057,NA,225,fatigue,3,7,NA,1,7,NA,NA,"pemetrexed (700 mg/m2), vinorelbine (300 mg/m2)"
15923057,NA,225,arthralgia,3,7,NA,1,7,NA,NA,"pemetrexed (700 mg/m2), vinorelbine (300 mg/m2)"
31506897,NCT01591421,226,mucositis,3,1,NA,1,6,NA,NA,"bkm120 (60 mg), panitumumab (6 mg/kg)"
31506897,NCT01591421,226,rash,3,0.5,NA,1,10,NA,NA,"bkm120 (60 mg), panitumumab (6 mg/kg)"
31065954,NCT01868022,227,peripheral sensory neuropathy,4,2,NA,1,25,NA,NA,"gsk3052230 (15 mg/kg), pemetrexed (500 mg/m2), carboplatin (75 mg/m2), carboplatin (75 mg/m2)"
31065954,NCT01868022,227,creatinine increase,3,3,NA,1,8,NA,NA,"gsk3052230 (20 mg/kg), pemetrexed (500 mg/m2), carboplatin (75 mg/m2), carboplatin (75 mg/m2)"
