PMID,NCTID,CombnID,Drug_Name,Admin_Route,Dose_Form,Comments
16683074,NA,671,cisplatin,i.v.,Injection,NA
16683074,NA,671,irofulven,i.v.,Injection,NA
17947485,NA,672,belotecan,i.v.,Injection,NA
17947485,NA,672,cisplatin,i.v.,Injection,NA
21285987,NA,673,nc-6004,i.v.,Injection,a cisplatin-incorporated micellar formulation
21257722,NA,674,safingol,i.v.,Injection,NA
21257722,NA,674,cisplatin,i.v.,Injection,NA
16884375,NA,675,cisplatin,i.v.,Injection,NA
16884375,NA,675,pelvic radiotherapy,radiation,Radiation,NA
25573383,NA,676,cudc-101,i.v.,Injection,NA
25573383,NA,676,cisplatin,i.v.,Injection,NA
25573383,NA,676,external beam radiation,radiation,Radiation,NA
16619579,NA,678,paclitaxel,i.v.,Injection,NA
16619579,NA,678,s-1,oral,Capsule,NA
16619579,NA,678,cisplatin,i.v.,Injection,NA
21176985,NA,680,cisplatin,oral,Capsule,CP Ethypharm
21176985,NA,680,radiotherapy,radiation,Radiation,NA
9740093,NA,681,cisplatin,CHPP,NA,Continuous hyperthermic peritoneal perfusion (CHPP)
9740093,NA,681,tnf,CHPP,NA,NA
11020576,NA,683,tirapazamine,i.v.,Injection,NA
11020576,NA,683,cisplatin,i.v.,Injection,NA
11020576,NA,683,external-beam radiotherapy,radiation,Radiation,NA
27110950,UMIN000005585,684,proton beam therapy,radiation,Radiation,NA
27110950,UMIN000005585,684,s-1,oral,Capsule,NA
27110950,UMIN000005585,684,cisplatin,i.v.,Injection,NA
20801016,NA,685,liplaci,i.v.,Injection,liposomal cisplatin formulation
20855460,NA,686,farletuzumab,i.v.,Injection,NA
16937305,NA,687,cisplatin,i.v.,Injection,NA
16937305,NA,687,radiation,radiation,Radiation,NA
10427950,NA,688,ifn-a,sc,Injection,NA
10427950,NA,688,etretinate,oral,Capsule,NA
16754599,NA,689,cisplatin,i.p.,Injection,NA
16754599,NA,689,thiosulphate,i.v.,Injection,NA
18600301,NA,692,cisplatin,i.v.,Injection,NA
18600301,NA,692,9-nitrocamptothecin,oral,Capsule,NA
28466360,UMIN000015595,693,sulfasalazine,oral,Tablet,NA
28466360,UMIN000015595,693,cisplatin,i.v.,Injection,NA
20606530,NA,694,tirapazamine,i.v.,Injection,NA
20606530,NA,694,cisplatin,i.v.,Injection,NA
20606530,NA,694,external beam radiation,radiation,Radiation,NA
20480279,NA,696,brostallicin,i.v.,Injection,NA
20480279,NA,696,cisplatin,i.v.,Injection,NA
26414837,NA,697,docetaxel,i.v.,Injection,NA
26414837,NA,697,cisplatin,i.v.,Injection,NA
26414837,NA,697,5-fluorouracil,i.v.,Injection,NA
16418184,NA,700,amrubicin hydrochloride,i.v.,Injection,NA
16418184,NA,700,cisplatin,i.v.,Injection,NA
12695856,NA,701,azidothymidine,i.v.,Injection,NA
12695856,NA,701,cisplatin,i.v.,Injection,NA
26891913,NA,702,s-1,oral,Capsule,NA
26891913,NA,702,cisplatin,i.v.,Injection,NA
26891913,NA,702,lcaf rt,radiation,Radiation,NA
15589600,NA,703,cisplatin,i.v.,Injection,NA
15589600,NA,703,pelvic radiotherapy,radiation,Radiation,NA
22994941,UMIN-CTR 000003541,704,miriplatin,transarterial injection,Injection,NA
22994941,UMIN-CTR 000003541,704,ddp-h,transarterial injection,Injection,cisplatin powder
10847466,NA,708,paclitaxel,i.v.,Injection,NA
10847466,NA,708,cisplatin,i.v.,Injection,NA
10847466,NA,708,pelvic radiotherapy,radiation,Radiation,NA
16575008,NA,709,cisplatin,Intraoperative Hyperthermic Lavage,Solution,NA
16575008,NA,709,sodium thiosulfate,i.v.,Injection,NA
27878356,NCT00024323,710,triapine,i.v.,Injection,NA
27878356,NCT00024323,710,cisplatin,i.v.,Injection,NA
15653702,NA,711,cisplatin,i.v.,Injection,NA
15653702,NA,711,amrubicin,i.v.,Injection,NA
22922041,NA,712,cisplatin,Nonselective transarterial chemoembolization,Injection,NA
10561301,NA,713,cisplatin,i.v.,Injection,NA
10561301,NA,713,5-fu,i.v.,Injection,NA
10561301,NA,713,radiation,radiation,Radiation,NA
19723113,NA,714,ckd-602,i.v.,Injection,NA
19723113,NA,714,cisplatin,i.v.,Injection,NA
23692812,NCT00359359,715,cisplatin,i.v.,Injection,NA
23692812,NCT00359359,715,sagopilone,i.v.,Injection,NA
11821794,NA,716,cisplatin,hypotonic i.p.,Injection,NA
11821794,NA,716,cisplatin,isotonic i.p.,Injection,NA
7911736,NA,720,cladribine,i.v.,Injection,NA
32866424,NCT02378532,729,chloroquine,oral,Tablet,NA
32866424,NCT02378532,729,temozolomide,oral,Capsule,NA
32866424,NCT02378532,729,radiotherapy,radiation,Radiation,NA
14551141,NA,730,clofarabine,i.v.,Injection,NA
11920222,NA,731,valspodar,i.v.,Injection,NA
11920222,NA,731,daunorubicin,i.v.,Injection,NA
11920222,NA,731,cytarabine,i.v.,Injection,NA
28039367,NCT01800695,732,abt-414,i.v.,Injection,NA
28039367,NCT01800695,732,temozolomide,oral,Capsule,NA
28039367,NCT01800695,732,radiation,radiation,Radiation,NA
29374809,NCT01907165,733,disulfiram,oral,Tablet,NA
29374809,NCT01907165,733,temozolomide,oral,Capsule,NA
21282541,NA,734,cpx-351,i.v.,Injection,A Liposomal Carrier Containing Cytarabine and Daunorubicin in a Fixed 5:1 Molar Ratio. Each unit of CPX-351 contains 1 mg cytarabine and 0.44 mg daunorubicin.
18607882,NA,735,cp-4055,i.v.,Injection,NA
32347934,NCT01390571,736,olaparib,oral,Tablet,NA
32347934,NCT01390571,736,temozolomide,oral,Capsule,NA
20922784,NCT00372853,737,tremelimumab,i.v.,Injection,NA
20922784,NCT00372853,737,sunitinib,oral,Capsule,NA
19536893,NA,745,sunitinib,oral,Capsule,NA
19536893,NA,745,radiation,radiation,Radiation,NA
31724813,NCT02116777,746,talazoparib,oral,Capsule,NA
31724813,NCT02116777,746,temozolomide,oral,Capsule,NA
21690570,NA,747,sunitinib,oral,Capsule,NA
19933907,NA,748,sapacitabine,oral,Capsule,NA
12637486,NA,749,clofarabine,i.v.,Injection,NA
21353747,NA,750,temozolomide,oral,Capsule,NA
21353747,NA,750,radiotherapy,radiation,Radiation,NA
11352969,NA,751,alitretinoin,oral,Capsule,NA
11352969,NA,751,tamoxifen,oral,Tablet,NA
31636097,NCT02403310,752,daunorubicin,i.v.,Injection,NA
31636097,NCT02403310,752,cytarabine,i.v.,Injection,NA
31636097,NCT02403310,752,selinexor,oral,Tablet,NA
23763917,NCT00926731,753,barasertib,i.v.,Injection,NA
23763917,NCT00926731,753,cytosine arabinoside,sc,Injection,NA
24415560,NCT00727766,754,clofarabine,oral,Tablet,NA
25465491,NA,756,sunitinib,oral,Capsule,NA
25465491,NA,756,temsirolimus,oral,Capsule,NA
29016887,NCT00731731,757,vorinostat,oral,Capsule,NA
29016887,NCT00731731,757,temozolomide,oral,Capsule,NA
29016887,NCT00731731,757,radiation,radiation,Radiation,NA
20858843,NA,760,cytarabine,i.v.,Injection,NA
20858843,NA,760,213bi-lintuzumab,radiation,Radiation,NA
28371832,NCT01480050,761,mibefradil,oral,Tablet,NA
28371832,NCT01480050,761,temozolomide,oral,Capsule,NA
30589027,NCT01465347,762,temozolomide,oral,Capsule,NA
30589027,NCT01465347,762,hypofractionated sib‑imrt,radiation,Radiation,NA
16924496,NA,2,paclitaxel,i.v.,Injection,NA
16924496,NA,2,cisplatin,i.v.,Injection,NA
16924496,NA,2,fluorouracil,i.v.,Injection,NA
20041339,NA,3,s-1,oral,Tablet,NA
20041339,NA,4,s-1,oral,Tablet,NA
20041339,NA,5,s-1,oral,Tablet,NA
20041339,NA,6,s-1,oral,Tablet,NA
19103671,NA,7,5-fluorouracil,i.v.,NA,NA
19103671,NA,7,cisplatin,i.v.,NA,NA
17533388,NA,8,s-1,oral,Tablet,NA
17262086,NA,9,irinotecan,i.v.,Injection,NA
17262086,NA,9,5-fluorouracil,i.v.,Injection,NA
17262086,NA,9,leucovorin,i.v.,Injection,NA
17053988,NA,10,celecoxib,oral,Tablet,NA
17053988,NA,10,5fu,i.v.,Injection,NA
17053988,NA,10,cisplatin,i.v.,Injection,NA
17218488,NA,11,ptk/zk,oral,Tablet,the oral angiogenesis inhibitor PTK787/ZK 222584
17218488,NA,11,oxaliplatin,i.v.,NA,NA
17218488,NA,11,5-fluorouracil,i.v.,NA,NA
17218488,NA,11,leucovorin,NA,NA,NA
17976948,NA,12,5-fluorouracil,i.v.,Injection,administered by a time-programmable pump
17976948,NA,12,cisplatin,i.v.,Injection,administered by a time-programmable pump
17976948,NA,12,preoperative radiotherapy,NA,NA,(28-30 daily 1.8-Gy fractions for a total of 50.4 or 54 Gy
18682717,NA,13,irinotecan,i.v.,Injection,NA
18682717,NA,13,oxaliplatin,i.v.,Injection,NA
18682717,NA,13,uft,oral,capsules,NA
18682717,NA,13,leucovorin,i.v.,Injection,NA
19940007,NA,14,cetuximab,i.v.,Injection,NA
19940007,NA,14,irinotecan,i.v.,Injection,NA
19940007,NA,14,folinic acid,i.v.,Injection,NA
19940007,NA,14,5-fu,i.v.,Injection,NA
20038727,NA,15,irinotecan,i.v.,Injection,NA
20038727,NA,15,fluorouracil,i.v.,Injection,NA
20038727,NA,15,leucovorin,i.v.,Injection,NA
17377918,NA,16,imatinib,oral,Tablet,NA
17377918,NA,16,fluorouracil,i.v.,Injection,NA
17377918,NA,16,leucovorin,i.v.,Injection,NA
18395356,NA,17,gefitinib,i.v.,Tablet,NA
18395356,NA,17,5-fluorouracil,i.v.,Injection,NA
18797462,NA,18,oxaliplatin,i.v.,Injection,NA
18797462,NA,18,5-fluorouracil,i.v.,Injection,NA
19002384,NA,19,vandetanib,oral,Tablet,NA
19002384,NA,19,oxaliplatin,i.v.,Injection,NA
19002384,NA,19,leucovorin,i.v.,Injection,NA
19002384,NA,19,5-fu,i.v.,Injection,NA
16786333,NA,20,s-1,oral,Tablet,NA
19194126,NA,21,irinotecan,i.v.,Injection,NA
19194126,NA,21,5-fu,i.v.,Injection,NA
19194126,NA,21,uft,oral,Tablet,NA
19299904,NA,22,paclitaxel,i.v.,Injection,NA
19299904,NA,22,s-1,i.v.,Injection,NA
16704539,NA,23,gemcitabine,i.v.,Injection,NA
16704539,NA,23,oxaliplatin,i.v.,Injection,NA
16704539,NA,23,fluorouracil,i.v.,Injection,NA
16704539,NA,23,leucovorin,i.v.,Injection,NA
19225923,NA,24,s-1,oral,Tablet,NA
19225923,NA,24,irinotecan,i.v.,Injection,NA
18929446,NA,25,s-1,oral,capsule,NA
18929446,NA,25,cisplatin,i.v.,Injection,NA
18004083,NA,26,paclitaxel,i.v.,Injection,NA
18004083,NA,26,uracil plus tegafur,i.v.,NA,NA
18004083,NA,26,leucovorin,oral,Tablet,NA
16821599,NA,27,s-1,oral,Tablet,NA
16821599,NA,27,nedaplatin,i.v.,Injection,NA
18323870,NA,29,cisplatin,i.v.,Injection,NA
18323870,NA,29,5-fluorouracil,i.v.,Injection,NA
18323870,NA,29,chemoradiotherapy,NA,NA,NA
27628195,NA,30,oxaliplatin,i.v.,Injection,NA
27628195,NA,30,irinotecan,i.v.,Injection,NA
27628195,NA,30,s‑1,oral,NA,NA
17855009,NA,31,irinotecan,i.v.,Injection,NA
17855009,NA,31,preoperative chemoradiotherapy,NA,NA,NA
17855009,NA,31,s-1,oral,NA,NA
18510175,NA,32,s-1,oral,NA,NA
18510175,NA,32,gemcitabine,i.v.,Injection,NA
27317556,NA,33,preoperative chemoradiotherapy,NA,NA,NA
27317556,NA,33,s-1,oral,NA,NA
27317556,NA,33,irinotecan,i.v.,NA,NA
18841161,NA,34,oxaliplatin,i.v.,Injection,NA
18841161,NA,34,5-fluorouracil,i.v.,Injection,NA
18841161,NA,34,folinic acid,i.v.,Injection,NA
18841161,NA,34,radiotherapy,radiation,NA,NA
16638094,NA,35,gemcitabine,i.v.,Injection,NA
16638094,NA,35,5-fluorouracil,i.v.,NA,NA
16638094,NA,35,leucovorin,i.v.,NA,NA
31765987,NA,36,s-1,oral,NA,NA
31765987,NA,36,leucovorin,i.v.,NA,NA
31765987,NA,36,oxaliplatin,i.v.,NA,NA
31765987,NA,36,gemcitabine,i.v.,NA,NA
19551382,NA,37,s-1,oral,NA,NA
19551382,NA,37,oxaliplatin,i.v.,Injection,NA
17579864,NA,38,s-1,oral,NA,NA
17579864,NA,38,cisplatin,i.v.,Injection,NA
29971467,NCT02102022,39,adi-peg 20,i.v.,Injection,NA
29971467,NCT02102022,39,oxaliplatin,i.v.,Injection,NA
29971467,NCT02102022,39,leucovorin,i.v.,Injection,NA
29971467,NCT02102022,39,5-fluorouracil,i.v.,Injection,NA
18176087,NA,40,s-1,oral,NA,NA
18176087,NA,40,paclitaxel,i.v.,Injection,NA
17720738,NA,41,cpt-11,i.v.,Injection,NA
28293715,UMIN000016630,42,gemcitabine,i.v.,Injection,NA
28293715,UMIN000016630,42,nab-paclitaxel,i.v.,Injection,NA
28293715,UMIN000016630,42,s-1,oral,NA,NA
16684860,NA,43,oxaliplatin,i.v.,Injection,NA
16684860,NA,43,fluorouracil,i.v.,Injection,NA
16684860,NA,43,leucovorin,i.v.,Injection,NA
16636336,NA,44,oxaliplatin,i.v.,Injection,NA
16636336,NA,44,fluorouracil,i.v.,Injection,NA
16636336,NA,44,radiation,NA,NA,NA
17133268,NA,45,s-1,oral,NA,NA
17133268,NA,45,paclitaxel,i.v.,Injection,NA
19934112,NA,46,s-1,oral,NA,NA
19934112,NA,46,cisplatin,i.v.,Injection,NA
18379784,NA,47,s-1,oral,NA,NA
18379784,NA,47,paclitaxel,i.v.,Injection,NA
17437021,NA,48,s-1,oral,capsule,NA
17437021,NA,48,radiotherapy,NA,NA,NA
20694727,NA,49,ucn-01,i.v.,Injection,NA
20694727,NA,49,irinotecan,i.v.,Injection,NA
28233053,NA,50,irinotecan,i.v.,Injection,NA
28233053,NA,51,irinotecan,i.v.,Injection,NA
27061418,NA,52,nk012,i.v.,Injection,NA
8217238,NA,54,interferon alpha-2a,NA,NA,NA
8217238,NA,54,5-fluorouracil,i.v.,Injection,NA
8217238,NA,54,leucovorin,i.v.,Injection,NA
7882458,NA,55,interferon alpha-2b,NA,NA,NA
7882458,NA,55,5-fluorouracil,i.v.,Injection,NA
7882458,NA,55,cisplatin,i.v.,Injection,NA
30838483,"UMIN-CTR, ID: 000015764",56,oxaliplatin,i.v.,Injection,NA
30838483,"UMIN-CTR, ID: 000015764",56,ftd/tpi,oral,Tablet,NA
25860347,NCT01136031,57,paclitaxel,i.v.,Injection,NA
25860347,NCT01136031,57,irinotecan,i.v.,Injection,NA
8426214,NA,60,cisplatin,i.v.,Injection,NA
8426214,NA,60,fluorouracil,i.v.,Injection,NA
8426214,NA,60,leucovorin,oral,Tablet,NA
8426214,NA,60,interferon alfa-2b,i.v.,Injection,NA
21424369,NA,61,irinotecan,i.v.,NA,NA
21424369,NA,61,mitomycin c,i.v.,NA,NA
21509928,NCT00143533,62,irinotecan,i.v.,Injection,NA
21509928,NCT00143533,62,cefpodoxime,oral,NA,NA
24958824,NA,63,irinotecan,i.v.,NA,*28/*28 genotype
24958824,NA,64,irinotecan,i.v.,NA,*1/*28
24958824,NA,65,irinotecan,i.v.,NA,*1/*1 genotype
7917927,NA,66,5-fluorouracil,i.v.,Injection,NA
7917927,NA,66,interferon,subcutaneously,Injection,NA
7917927,NA,66,leucovorin,NA,NA,NA
20405511,NA,67,vincristine,i.v.,NA,NA
20405511,NA,67,temozolomide,oral,NA,NA
20405511,NA,67,irinotecan,i.v.,NA,NA
20405511,NA,67,cefpodoxime,oral,NA,NA
22674635,NCT00520637,70,ezn-2208,i.v.,intravenous,a Novel Conjugate of Polyethylene Glycol and SN38
30406838,NA,71,irinotecan,oral,tablet,NA
27920527,NA,72,dts-108,i.v.,intravenous,a human oligopeptide bound to sN-38 with an esterasesensitive cross-linker
23921573,NCT00925015,73,mk‑0646,i.v.,NA,an anti‑insulin‑like growth factor‑1 receptor monoclonal antibody
23921573,NCT00925015,73,cetuximab,i.v.,NA,NA
23921573,NCT00925015,73,irinotecan,i.v.,NA,NA
30859690,C000000314,76,irinotecan,i.v.,NA,NA
30167847,18606,77,irinotecan,i.v.,NA,NA
30167847,18606,77,ramucirumab,i.v.,NA,NA
30042150,NCT02188264,78,selumetinib,oral,NA,NA
30042150,NCT02188264,78,cyclosporin a,oral,NA,NA
34031756,NCT04088604,79,liposomal irinotecan,i.v.,NA,NA
22415148,NA,80,irinotecan,i.v.,NA,(CPT11)
22415148,NA,80,amrubicin,i.v.,NA,NA
33993383,NCT01923337,81,alisertib,oral,NA,NA
33993383,NCT01923337,81,irinotecan,i.v.,Injection,NA
34383370,NCT01518413,82,sorafenib,oral,Tablet,NA
34383370,NCT01518413,82,irinotecan,oral,NA,NA
24249672,NA,83,temsirolimus,i.v.,NA,NA
24249672,NA,83,irinotecan,oral,NA,NA
24249672,NA,83,temsirolimus,oral,NA,NA
24691674,NCT00838578,84,krn330,i.v.,Injection,NA
24691674,NCT00838578,84,irinotecan,i.v.,Injection,NA
31857431,NA,86,adavosertib,oral,capsules,NA
31857431,NA,86,irinotecan,oral,NA,NA
22615057,NCT00134069,87,cetuximab,i.v.,NA,NA
22615057,NCT00134069,87,irinotecan,i.v.,NA,NA
22615057,NCT00134069,87,sorafenib,oral,NA,NA
26842236,NA,88,veliparib,oral,NA,NA
26842236,NA,88,irinotecan,i.v.,NA,NA
25577133,NA,90,nanoliposomal irinotecan,i.v.,NA,NA
20943763,NA,91,nk012,i.v.,NA,NA
32537847,NCT02745769,92,ramucirumab,i.v.,NA,NA
32537847,NCT02745769,92,merestinib,i.v.,NA,NA
8708712,NA,93,interleukin-2,i.v.,NA,NA
8708712,NA,93,ifna-2a,i.v.,NA,NA
26884555,NA,94,alisertib,oral,tablets,NA
26884555,NA,94,irinotecan,i.v.,NA,NA
26884555,NA,94,temozolomide,oral,NA,NA
23170896,EU-CTR2006-001345-33,95,tp300,i.v.,NA,a water soluble prodrug
22421195,NA,96,vincristine,i.v.,NA,NA
22421195,NA,96,irinotecan,i.v.,NA,NA
22421195,NA,96,i-metaiodobenzylguanidine,i.v.,NA,NA
27871319,NCT02884128,101,pep02,i.v.,NA,NA
27871319,NCT02884128,101,5-fluorouracil,i.v.,NA,NA
27871319,NCT02884128,101,leucovorin,i.v.,NA,NA
28573606,UMIN000004313,102,sorafenib,i.v.,NA,NA
28573606,UMIN000004313,102,5-fluorouracil,i.v.,NA,NA
26490655,NCT01571024,105,mfolfox6,i.v.,NA,2 weeks of a 28 day cycle
26490655,NCT01571024,105,bkm120,oral,NA,NA
34050586,UMIN000017002,106,oxaliplatin,i.v.,NA,NA
34050586,UMIN000017002,106,irinotecan,i.v.,NA,NA
34050586,UMIN000017002,106,s-1,oral,NA,NA
26220846,NA,107,fdrgem,i.v.,NA,NA
26220846,NA,107,s‑1,oral,NA,NA
26220846,NA,107,radiation,NA,NA,NA
32669374,NCT01489865,108,veliparib,i.v.,NA,NA
32669374,NCT01489865,108,5-fluorouracil,i.v.,NA,NA
32669374,NCT01489865,108,oxaliplatin,i.v.,NA,NA
33386556,UMIN000015620,109,cetuximab,i.v.,NA,NA
33386556,UMIN000015620,109,folfoxiri,i.v.,NA,NA
31185328,NA,112,panitumumab,i.v.,NA,NA
31185328,NA,112,5-fu,i.v.,NA,NA
31558477,NA,113,5-fluorouracil,i.v.,NA,NA
31558477,NA,113,leucovorin,i.v.,NA,NA
31558477,NA,113,nab-paclitaxel,i.v.,NA,NA
31558477,NA,113,irinotecan,i.v.,NA,NA
33985455,ChiCTR1900027833,114,gemcitabine,i.v.,NA,NA
33985455,ChiCTR1900027833,114,nabpaclitaxel,i.v.,NA,NA
33985455,ChiCTR1900027833,114,s-1,oral,NA,NA
28489753,UMIN000005808,115,oxaliplatin,i.v.,NA,NA
28489753,UMIN000005808,115,irinotecan,i.v.,NA,NA
28489753,UMIN000005808,115,leucovorin,i.v.,NA,NA
28489753,UMIN000005808,115,5-fluorouracil,i.v.,NA,NA
30511200,NA,116,tas-114,oral,NA,NA
30511200,NA,116,s-1,oral,NA,NA
33957442,NA,117,irinotecan,i.v.,NA,NA
33957442,NA,117,oxaliplatin,i.v.,NA,NA
33957442,NA,117,5-fluorouracil,i.v.,NA,NA
33957442,NA,117,leucovorin,i.v.,NA,NA
27979915,NCT01172964,118,cd-nscs,intracranially administering,NA,NA
27979915,NCT01172964,118,5-fc,oral,NA,NA
28058527,NA,119,oxaliplatin,i.v.,Hepatic Arterial Infusion,NA
28058527,NA,119,5-fluorouracil,i.v.,NA,NA
28058527,NA,119,l-leucovorin,i.v.,NA,NA
32877909,NA,120,nab-paclitaxel,i.v.,NA,NA
32877909,NA,120,s-1,NA,NA,NA
32877909,NA,120,oxaliplatin,i.v.,NA,NA
27155613,UMIN000006396,121,s-1,NA,NA,NA
27155613,UMIN000006396,121,oxaliplatin,i.v.,NA,NA
27745984,NCT00188266,122,cisplatin,i.v.,NA,NA
27745984,NCT00188266,122,5-fluorouracil,i.v.,NA,NA
32642753,UMIN000012135,123,s-1,i.v.,NA,NA
32642753,UMIN000012135,123,carbon-ion radiotherapy,NA,NA,NA
30191522,NCT02319018,124,alisertib,NA,NA,NA
30191522,NCT02319018,124,leucovorin,i.v.,NA,NA
30191522,NCT02319018,124,oxaliplatin,i.v.,NA,NA
30191522,NCT02319018,124,5-fu,i.v.,NA,NA
26597443,NCT01621217.,125,cetuximab,i.v.,NA,NA
26597443,NCT01621217.,125,5-fluorouracil,i.v.,NA,NA
26597443,NCT01621217.,125,mitomycin c,i.v.,NA,NA
25989270,NA,126,pimasertib,oral,NA,NA
25989270,NA,126,folfiri,NA,NA,"irinotecan (180 mg m - 2) and FA (l-leucovorin/FA 200 mg m - 2 or DL-leucovorin 400 mg m - 2, 90-min infusion), followed by 5-FU (400 mg m 2 2 bolus then 2400 mg m -2 46-h infusion)."
26025485,NA,127,s-1,oral,NA,NA
26025485,NA,127,postoperative radiotherapy,NA,NA,NA
26861740,NCT01376453,128,5-fu,i.v.,NA,NA
26861740,NCT01376453,128,sorafenib,i.v.,NA,NA
26861740,NCT01376453,128,radiation,NA,NA,NA
29995287,"apicCTI-152,864",129,resminostat,oral,NA,NA
29995287,"apicCTI-152,864",129,s-1,NA,NA,NA
30121935,NA,130,s-1,oral,NA,NA
30121935,NA,130,paclitaxel,i.v.,NA,NA
26163340,JapicCTI-132099,131,tas-102,i.v.,NA,NA
26163340,JapicCTI-132099,131,irinotecan,i.v.,NA,NA
8120556,NA,132,fludarabine,i.v.,NA,NA
8120556,NA,132,mitoxantrone,i.v.,NA,NA
8120556,NA,132,dexamethasone,i.v.,NA,NA
27919976,UMIN 000016377,133,nab-paclitaxel,i.v.,NA,Triweekly
27919976,UMIN 000016377,133,s-1,oral,NA,NA
26019463,NA,134,gemcitabine,i.v.,NA,NA
26019463,NA,134,cisplatin,i.v.,NA,NA
26019463,NA,134,s-1,oral,NA,NA
26275531,NA,135,pasireotide,i.v.,NA,NA
26275531,NA,135,folfiri,i.v.,NA,"onsisting of irinotecan 180 mg/m2 IVover 90 min, leucovorin 400 mg/m2 IVover 2 h, 5-fluorouracil 400 mg/m2 bolus followed by 5-fluorouracil 2400 mg/m2 over 46 h"
32253228,NA,136,trametinib,oral,NA,NA
32253228,NA,136,neoadjuvant chemoradiation,i.v.,NA,NA
26117830,JapicCTI-090973,137,s-1,oral,NA,NA
26117830,JapicCTI-090973,137,sorafenib,oral,NA,NA
32977220,NCT02504333,138,nab-paclitaxel,i.v.,NA,NA
32977220,NCT02504333,138,gemcitabine,i.v.,NA,NA
32977220,NCT02504333,138,folfox,i.v.,NA,NA
32710148,UMIN000023277,139,ramucirumab,i.v.,NA,NA
32710148,UMIN000023277,139,folfoxiri,i.v.,NA,NA
32694153,NA,140,ipafricept,i.v.,NA,NA
32694153,NA,140,gemcitabine,i.v.,NA,NA
32694153,NA,140,nab-paclitaxel,i.v.,NA,NA
1698110,NA,171,carboplatin,i.v.,Injection,NA
1698110,NA,171,vindesine,i.v.,Injection,NA
1698110,NA,171,bleomycin,i.v.,Injection,NA
1698110,NA,172,carboplatin,i.v.,Injection,NA
1698110,NA,172,vindesine,i.v.,Injection,NA
1698110,NA,173,carboplatin,i.v.,Injection,NA
1698110,NA,173,vinblastine,i.v.,Injection,NA
7527456,NA,305,cisplatin,i.v.,Injection,NA
7527456,NA,305,topotecan,i.v.,Injection,NA
7527456,NA,306,cisplatin,i.v.,Injection,NA
7527456,NA,306,topotecan,i.v.,Injection,NA
7527456,NA,306,filgrastim,sc,Injection,NA
7664282,NA,2,amifostine,i.v.,Injection,receiving an i.v. dose administered over 15 min
7664282,NA,3,amifostine,i.v.,Injection,amifostine administration before i.v. melphalan
7664282,NA,3,melphalan,i.v.,Injection,NA
7689093,NA,159,piroxantrone,i.v.,NA,NA
7689093,NA,160,piroxantrone,i.v.,NA,NA
7689093,NA,160,g-csf,sc,NA,NA
7691117,NA,141,vinorelbine,i.v.,NA,NA
7691117,NA,141,epirubicin,i.v.,NA,NA
7691117,NA,142,vinorelbine,i.v.,NA,NA
7691117,NA,142,epirubicin,i.v.,NA,NA
7691117,NA,142,g-csf,sc,NA,NA
8281628,NA,182,doxorubicin,i.v.,Injection,NA
8281628,NA,182,carboplatin,i.v.,Injection,NA
8281628,NA,183,doxorubicin,i.v.,Injection,NA
8281628,NA,183,carboplatin,i.v.,Injection,NA
8281628,NA,183,gm-csf,sc,Injection,NA
8392903,NA,145,cisplatin,i.v.,NA,NA
8392903,NA,145,etoposide,i.v.,NA,NA
8392903,NA,145,epirubicin,i.v.,NA,NA
8392903,NA,146,cisplatin,i.v.,NA,NA
8392903,NA,146,etoposide,i.v.,NA,NA
8392903,NA,146,epirubicin,i.v.,NA,NA
8392903,NA,146,gm-csf,sc,NA,NA
8402670,NA,658,cyclosporin a,i.v.,Injection,NA
8402670,NA,658,doxorubicin,i.v.,Injection,NA
8622080,NA,155,doxorubicin,i.v.,NA,NA
8622080,NA,155,cyclophosphamide,i.v.,NA,NA
8622080,NA,155,granulocyte csf,NA,NA,NA
8622080,NA,156,doxorubicin,i.v.,NA,NA
8622080,NA,156,cyclophosphamide,i.v.,NA,NA
8622080,NA,156,granulocyte csf,NA,NA,NA
8622080,NA,156,pelvic radiotherapy,radiation,NA,NA
8656258,NA,136,carboplatin,i.v.,Injection,NA
8656258,NA,136,paclitaxel,i.v.,Injection,NA
8656258,NA,137,carboplatin,i.v.,Injection,NA
8656258,NA,137,paclitaxel,i.v.,Injection,NA
8656258,NA,137,g-csf,sc,Injection,NA
8888741,NA,448,topotecan,i.v.,Injection,NA
8888741,NA,449,topotecan,i.v.,Injection,NA
8888741,NA,449,g-csf,sc,Injection,NA
8909321,NA,69,5-fluorouracil,i.v.,Injection,NA
8909321,NA,69,uridine,oral,Tablet,NA
8909321,NA,69,methotrexate,i.v.,Injection,NA
8909321,NA,69,doxorubicin,i.v.,Injection,NA
8909321,NA,69,leucovorin,oral,Tablet,NA
8909321,NA,70,5-fluorouracil,i.v.,Injection,NA
8909321,NA,70,uridine,oral,Tablet,NA
8909321,NA,70,methotrexate,i.v.,Injection,NA
8909321,NA,70,leucovorin,oral,Tablet,NA
8909321,NA,71,5-fluorouracil,i.v.,Injection,NA
8909321,NA,71,methotrexate,i.v.,Injection,NA
8909321,NA,71,doxorubicin,i.v.,Injection,NA
8909321,NA,71,leucovorin,oral,Tablet,NA
8909321,NA,72,5-fluorouracil,i.v.,Injection,NA
8909321,NA,72,methotrexate,i.v.,Injection,NA
8909321,NA,72,leucovorin,oral,Tablet,NA10321510||73|vinorelbine|i.v.|Injection|
9041168,NA,718,tamoxifen,oral,Tablet,NA
