PMID,NCTID,ES,DesignType,schema
26284823,NCT02302469,Escalation,NA,"In case of occurrence of one dose limit-ing toxicity (DLT), three more patients were to be recruited in thecohort. In case of two DLTs, the cohort was stopped and the MTD wasconsidered at the inferior dose (i.e., in case of two DLTs occurring at the20 mg dose, the MTD would be 15 mg, and in case of two DLTs occur-ring at the 25 mg dose, the MTD would be 20 mg)"
27354719,NCT00963534,Escalation,3 + 3," Initially, three subjects are started treatment with dose regimen 1 (5 mg/day). After the third subject completed two cycles of treatment, if no DLT has occured, the next group of three subjects are treated at the next dose level of lenalidomide (10 mg/day). If one of the three initial subjects experiences a DLT, the cohort is expanded to six subjects. If less than two out of the six subjects experiences a DLT, then the next higher dose group is initiated. If two or more subjects experiences a DLT, no higher dose levels will be tested and the MTD dose has been exceeded."
23692564,NA,Escalation,NA,The MTD was defined as the highest dose level at which fewerthan two out of six patients experienced a DLT. TheMTD was defined as the highest dose level at which fewerthan two out of six patients experienced a DLT. 
31126332,NCT02619162,Escalation,3 + 3,The recommended phase 2 dose (RP2D) was the level at which fewer than two of a minimum of six patients experienced DLT
22640031,NA,Escalation,NA,"The MTD was defined as the dose level prior to that resulting ina DLT, i.e. the dose level at which no more than one out ofup to six patients experienced a DLT."
31074316,NCT01400685,Escalation,3 + 3,The maximum tolerated dose (MTD) was defined as the highest dose level at which <33% of patients experienced DLT.
33674736,NCT01665183,Escalation,3 + 3,"(1) If none of the initial three patients in a cohort experience DLT, then a new cohort of three patients would be treated at the next higher dose level. (2) If one of the three patients in a cohort experienced DLT, then up to three additional patients would be treated at the same dose level. Escalation would continue if only one of the six patients experienced DLT. (3) If two or more patients in a cohort experienced DLT, then the maximum tolerated dose (MTD) would have been exceeded, and no further dose escalation would occur. The previous dose level would be considered as the MTD. (4) If only three patients were treated at a dose level under consideration as the MTD, then the MTD Expansion Cohort would beopened. If two or more patients in that cohort experienced DLT,then the previous dose level would be studied in the samefashion."
27531679,NCT01615029,Escalation,3 + 3,NA
12853359,NA,Escalation,NA,The recommended phase II dose was the highest dose level tested at which ≤1 patients had grade 4 toxicity and ≤2 patients had grade 3 or higher toxicity
12796032,NA,Escalation,modified Fibonacci scheme,The MTD was defined as the dose level at which one or two of six patients experienced DLT.
11948111,NA,Escalation,NA,N/A
29237802,NCT01750983,Escalation,3 + 3,MTD was defined as the highest dose at which no more than 33% of patients developed a DLT. 
20859231,NA,Escalation,NA,The MTD was defined as the dose level before resulting in excess DLTs
11432626,NA,Escalation,NA,"At least three patients were initially treated at each dose level. If none of them experienced DLT during the first treatment cycle, the next cohort of three patients was treated al the next higher dose level If any DLT was observed in one of the first three patients, three additional patients were enrolled at the same dose level. If >= 2 of 3 or >= 4 of 6 patients at any dose level experienced DLT, the MTD was reached. A total of 15 patients were enrolled at the dose (below the MTD) "
22240778,NA,Escalation,3 + 3,"the maximal tolerated dose (MTD) defined as the highest DL tested with o2 dose-limiting toxicity (DLT), observed in a maximum of nine patients (in a 3 þ 3 þ 3 dose escalation design).  the maximum administered dose (MAD) defined as the highest DL tested with at least 2 DLT (X2) out of three to six patients."
21307147,NA,Escalation,NA,"Three patients were enrolled to each cohort. If no DLT was observed during the first cycle, an additional 3 patients were entered at the next higher DL with dose escalation continuing until DLT was observed. If 1 of 3 patients experienced a DLT, an additional 3 patients were entered at that DL. If 2 of 3 to 6 patients experienced a DLT at a given DL, the next lower DL would be the MTD of combination, and an additional 6 patients were to be enrolled into a dose expansion at the MTD."
12439334,NA,Escalation,NA,"The MTD for UFT plus calcium folinate administered with radiation therapy was defined for any hematologic and non-hematologic toxicity as value of 3 or worse with the exception of alopecia, nausea, vomiting or diarrhea"
29427149,NA,Escalation,3 + 3,N/A
20713864,NA,Escalation,continual reassessment method,"The MTD, which was defined as the dose level at which 25% of patients were expected to experience a DLT, was estimated via the modified continual reassessment method (CRM)"
21825263,NA,Escalation,NA,"Patients were evaluated for doselimiting toxicities (DLTs) during cycle one, and the dose level at which fewer than two of six patients experienced DLTs was defined as the MTD. "
21149652,NA,Escalation,continual reassessment method,the MTD was defined as the dose at which the model estimated 25% of patientswould experience a DLT
25666183,NA,Escalation,3 + 3,The MTD was defined as the highest dose level at which one or fewer patients experienced a DLT
33075165,NCT02509039 ,Escalation,3 + 3,MTD was defined as the last dose level below the NTD at which ≤  1 of six evaluable patients had a DLT during the DLT evaluation period. NTD was defined as the dose level at which ≥  2 of six evaluable pa-tients in a cohort experienced a drug-related DLT during the DLT evaluation period. 
34955443,NCT01578954,Escalation,Bayesian,The MTD was defined as a dose with the DLT rate closest to 0.25
23592273,NA,Escalation,3 + 3,The maximum tolerated dose (MTD) was defined as the dose level containing ≥2/6 patients with a DLT during the first cycle. The tentative RD was determined as one level below the MTD. This study used
22967996,NCT00706030,Escalation,3 + 3,"The MTD was defined as the highest dose at which no more thanone patient experienced a DLT; if two or more patients in a cohortexperienced a DLT, dose escalation was stopped and the prior dose levelwas considered the MTD."
21149673,NA,Escalation,3 + 3,"Dose escalation proceeded using a modified 3 + 3 cohort design in which three patients were initially studied at each dose level. If none of these three patients experienced DLT, the dose was escalated to the next higher level. If one of three patients experienced DLT, then up to three more patients were accrued at the same level. If none of these three additional patients experienced DLT, then the dose was escalated. If one or more of these three additional patients experienced DLT the MTD was exceeded, unless one of the DLTs did not appear to be related to dose or the DLTs were of different classes and the toxicities were readily reversible. In that circumstance, the cohort could be expanded to 12. The MTD was the maximum dose at which fewer than one third of patients experienced DLT."
20553268,NA,Escalation,NA,"Providing no patient within a cohort experiencedDLT, the subsequent cohort received an increased dose ofcyclophosphamide. If one patient in a dose cohort experiencedDLT, another three patients were enrolled at the same dose. Iftwo or more of all six patients at that dose experienced DLT,the MTD would be determined as one cohort dose level below."
29938772,NCT01383928,Escalation,3 + 3,The MTD wasdefined as the highest tolerated ixazomib dose at which nomore than 1 of 6 DLT-evaluable patients experienced a DLT incycle 1.
9932161,NA,Escalation,NA,"If there was no dose-limiting toxicity (DLT. defined as hematologic side effects J W H O grade 3 and/or nonhematologic side effects ^ WHO 2), the daily dose of 5-FU was escalated by 50 mg/m2/day per cycle until the maximum tolerable dose (MTD) was reached. "
10656432,NA,Escalation,NA,The recommended MTD dose was defined as the dose below that causing dose-limiting toxicity.
14970856,NA,Escalation,NA,N/A
22892551,NCT00482846,Escalation,3 + 3,The MTD is defined as the dose preceding that at which 2 of 3 or 2 of 6 patients experience dose-limiting toxicity.
22549288,NA,Escalation,NA,The maximum tolerated dose (MTD) was defined as the highest dose at which >2 of six patients or <=3 of ten patients experienced a DLT.
10863063,NA,Escalation,NA,"The MTD for UFT/leucovorin was exceeded by one dose level when a certain dose caused DLT in 2 or more patients of 6. For clarification, when 2 of 6 patients experienced DLT at a dose level, then the MTD was defined as the dose level for the previous patient cohort."
19034580,NA,Escalation,3 + 3,N/A
9389936,NA,Escalation,NA,"Three evaluable patients were entered at each dose level. Subsequent dose levels were not opened until safety and tolerance were assessed at the previous dose level for all 3 patients for two complete cycles. If dose-limiting toxicity (DLT) of any type was seen in one of the 3 patients within the first two cycles of treatment, a further 3 patients were enrolled. If 2 or more of the 6 patients experienced DLT, this level was considered the maximum tolerated dose (MTD), and the previous level considered the recommended phase II dose. "
9389916,NA,Escalation,NA,The toxic level was defined as that in which 3 out of 6 patients had grade 3 or 4 toxicity after the first course. The MTD level was defined as that immediately below the toxic level
7664282,NA,Escalation,NA,The highest dose of amifostine tolerated by three of three or by five of six patients in the appropriate cohort was defined as the amifostine MTD. The MTD for melphalan was defined as the dose level immediately below the dose level at which two patients of a cohort of three-six patients treated at the amifostinc MTD experienced dose-limiting toxicity
10590370,NA,Escalation,continual reassessment method,"If a total of 3 of 6 patients in a cohort developed Grade 3 neutropenia of >=7 days’ duration or if 2 of 6 patients developed Grade 4 neutropenia of >=7 days’ duration, neutropenic fever, or Grade 4 thrombocytopenia at a given dose level, then the immediately preceding dose level was considered the MTD."
18497327,NA,Escalation,NA,The MTD was defined as the maximum dose level at which no more than one of six patients experienced DLT and above which two or more patients encountered DLT
17146474,NA,Escalation,NA,"The MTD was defined as the dose level below the level at which two of three patients experienced DLT, provided no more than two of the six experienced DLT at that level"
15256243,NA,Escalation,NA,N/A
10907951,NA,Escalation,NA,MTD was defined as the dose level causing DLT in more than a third of patients
9554592,NA,Escalation,NA,The MTD was de®ned as the highest dose of levamisole which would result in severe leukopenia (WBC < 2000/mm3) in <= 30% of patients when given with 5-FU 450 mg/m2 i.v. for 5 days.
8418223,NA,Escalation,NA,The MTD in each case was defined as the dose that caused grade III toxicity in two of five patients treated at a particular dose level
23090987,NCT00948389,Escalation,NA,The recommended dose from the safety part was defined as the dose of dasatinib that leads to DLT in not more than 2 out of 10 patients. 
26553306,NA,Escalation,NA,"Following an amendment, the decision on when maximum tolerated dose (MTD) was reached was based on all DLTs that occurred for a particular dose level in ≥33 % of the treatment cycles, irrespective of cycle number. The next lower dose level was denoted RPTD"
8622018,NA,Escalation,NA,No further dose escalation was allowed if grade 3 to 4 nonhematologic or grade 4 hematologic toxicity occurred in at least two of 3 to 5 patients; AZT MTD was the dose level immediately preceeding. 
25125340,NA,Escalation,NA,"The maximal tolerated dose (MTD) was defined as the dose level below that, which induced DLT in at least one-third of the patients (i.e., >=2 of 3 or 6 patients)."
9816300,NA,Escalation,NA,N/A
20478715,NA,Escalation,NA,N/A
22453252,NCT00482846,Escalation,NA,MTD was the highest dose level below the maximally administered dose in which #1 DLTs were observed in 6 patients at that level
10442367,NA,Escalation,NA,The maximum tolerated dose was reached if three of six patients at a given dose level developed dose-limiting toxicities during any course of treatment. The recommended dose for phase II will be one dose level below the maximum tolerated dose.
25784682,NCT01279694,Escalation,6 + 6," Six patients were treated at each carfilzomib dosing level; if #1 DLT was observed at a dosing level, an additional 6 patients were subsequently enrolled at the next-highest dosing level. If $2 DLTs were observed at a single dosing level, the previous dosing level was identified as theMTD."
8004761,NA,Escalation,NA,"The study design called for 3 patients to be entered at nontoxic doses; up to 5 patients, at doses giving mild to moderate (grade I-II) toxicity in any of the first 3 patients treated; and 6 patients, at the MTD. If 1 of the first 3 patients treated had grade III or IV toxicity, 3 more patients were added unless the toxicity encountered in the first 3 patients indicated that the dose was above the MTD, in which case no further patient was added. The MTD was defined as the dose giving grade III myeloid or gastrointestinal (GI) toxicity excluding controllable nausea and vomiting in at least 2 but not more than 3 of 6 patients and grade IV myeloid or GI toxicity in <=2 of 6 patients. For organ (e. g., hepatic, renal) toxicity, the occurrence of grade III toxicity in 2 of 6 patients or of grade IV toxicity in 1 of 6 patients defined the MTD."
11432616,NA,Escalation,NA,The starting dose of total oxaliplatin per cycle was 25 mg/m2. It was increased by 25 mg/m2 steps per cycle upon the observation of no or only one case of toxicity grade 3—4 NCI-CTC among three patients treated.
12203099,NA,Escalation,NA,"The study was a single-institution, open-label, non-randomized, phase I, dose-escalation study, in which megestrol acetate dose escalations were initially administered to groups of three patients at each level. Escalation proceeded to the next dose level if those three patients were followed for at least 3 weeks and did not experience grade 2 or greater nonhematologic toxicity or grade 3 hematologic toxicity lasting 7 days or longer. If grade 4 hematologic toxicity or grade 3 or greater toxicity of any other organ system occurred in one or more patients, then at least three additional patients were treated at the same dose level to define the nature and frequency of the toxicity. If grade 3 or greater toxicity occurred in three or more of six patients at a given dose level, then dose escalations would be terminated. If fewer than three of six patients experienced reversible dose-limiting toxicities then escalations were continued to the next level. If three of six patients treated at a particular dose developed grade 3 or greater hematologic toxicity lasting for 7 days or longer, or developed febrile neutropenia, then dose escalation ceased. The dose below this was defined as the maximum tolerated dose (MTD)."
10999043,NA,Escalation,NA,"The initial cohort of 10 patients was treated with a starting dose of 600 mg/m2 of 5-FU weekly. If <=5 patients experienced grade 3-4 diarrhea, and <=4 patients experienced other grade 4 toxicities, an additional cohort of 4 patients would be enrolled at a starting 5-FU dose of 700 mg/m2 weekly. Subsequent cohorts of 4 patients . The MTD was defined as one dose level below that which resulted in grade 3-4 diarrhea in >=2/4 patients. "
9552052,NA,De-escalation,NA,The MTD was defined as the dose level below that which caused DLT in two or more patients within a cohort of three patients.
9552051,NA,Escalation,NA,The MTD was defined as the dose level at which greater than two of six patients experienced dose-limiting toxicity
8269603,NA,Escalation,NA,"The MTD was defined as that dose of the combination of 5-FU and LV that produced dose-limiting toxicity in at least half of the treated patients. Oncethe MTD was defined, the next lower dose would be considered the recommended phase II dose"
8558227,NA,Escalation,NA,The maximum-tolerated dose (MTD) was defined as the highest dose level at which -c two of six patients experienced dose-limiting toxicity. 
11032595,NA,Escalation,NA,"Cohorts of at least three patients were entered at each dose level, and we evaluated each cohort for the entire chemoradiation course before a new cohort of patients was allowed to begin. If one of the initial three patients at a given dose level developed DLT, three more patients were enrolled at the same level. UFT dose escalation continued if none of three or no more than one of six patients had DLT. If two or more of the patients at a given dose level developed DLT, additional patients were treated at the preceding level. The maximum-tolerated dose (MTD) of UFT/LV for the preoperative regimen was considered the recommended dose for phase II studies and was defined as one dose level below the one in which DLT was seen in two or more of six patients."
16146748,NA,Escalation,NA,N/A
9661893,NA,Escalation,Fibonacci schedule,"A minimum of three patients were entered at each dose level. Dosage escalations were determined by the toxicity encountered after the first cycle of i.p. chemotherapy. If after one complete course of therapy there were no grade 3 or 4 toxicities observed in any member of the cohort, the dosage of IdUrd was escalated by one level. A single instance of grade 3 toxicity resulted in the accrual of three additional patients at that dose level. Dose escalation continued until grade 3 or 4 toxicity was observed. If no further grade 3 toxicities were observed in the additional patients, drug doses were escalated to the next level. A single instance of grade 4 toxicity or a second grade 3 toxicity in the additional three patients estab lished the MTD."
9626215,NA,Escalation,NA,N/A
9193347,NA,Escalation,NA,The MTD was defined as the dose of FU that caused grade 3 or greater toxicity in at least two of six patients
15084615,NA,Escalation,NA,The MTD of tirapazamine with cyclophosphamide was defined as the dose immediately below the level at which two or more patients of a cohort of six patients had DLT.
9720737,NA,Escalation,NA,"Melphalan was administered to successive cohorts of four patients in both cycles of treatment, starting at level 1. After four patients were evaluated, dose escalation was allowed if no patient experienced RRT. If one of four patients in a cohort experienced severe RRT (regimenrelated toxicities), another cohort of four patients received the same dose and if 1/4 of this cohort had severe RRT (total of 2/8) this was considered to be the probable MTD. "
9358936,NA,Escalation,NA,"A vinorelbine dose escalation (5 mg/m2 per level including three or six patients each) was projected if no dose limiting toxicity occurred in one out of three or two out of six patients per dose level, respectively"
9713314,NA,Escalation,NA,The MTD was deÆned as the highest dose studied with DLT in at least 50% of patients.
32400117,CTRI/2018/01/011542,Escalation,accelerated titrated design 4 decision tree with the modified Fibonacci schem,MTD of mebendazole in each arm was the dose of mebendazole which was associated with two or more DLT in the respective arm. 
7977165,NA,Escalation,NA,N/A
12381899,NA,Escalation,NA,"The MTD was defined as the next lower dose level at which DLTs had occurred, during the first chemotherapy course, in at least 2 out of 3 or 3 out of 6 patients."
33021083,NA,Escalation,3 + 3,"at each dose level, 3 patients were en-rolled; if no DLTs occurred, the dose was escalated. If 1DLT was observed in 1 of 3 patients, the cohort was ex-panded up to a maximum of 6 patients. If 2 or more of amaximum of 6 patients experienced a DLT at a certaindose, this dose was considered nontolerable. The pre-vious lower dose level was then expanded to 6 patients. The MTD was defined as the dose at which <2 DLTs occurred in 6 patients."
30077789,NA,Escalation,3 + 3,"A dose level was determinedto be intolerable if any of the following scenarios of DLToccurrence were observed: 2 or 3 of the first 3 patientsexperienced a DLT, or 1 of the first 3 patients and 1 or more ofthe next 3 patients experienced a DLT. Experience from atleast 6 evaluable patients was used to determine themaximum tolerated dose (MTD)."
15539916,NA,Escalation,continual reassessment method,The MTD was defined as the highest dose level at which less than one third of treated patients experienced DLT.
33039812,NCT03294252,Escalation,3 + 3,The MTD was defined as thehighest dose level at which no more than one of six patients have DLTs during two consecutives PIPAC sessions separated by 4e6 weeks. The RPIID was vali-dated by an additional cohort of 3e6 patients at theMTD level after dose de-escalation.
34518310,NCT02366949,Escalation,randomized continual reassessment method,The MTD was defined as the highest dose that could be administered without causing the predicted DLT rate in the experimental arm to increase more than 10% over the predicted DLT rate in the standard arm using the data of all cohorts. 
29437791,NA,Escalation,3 + 3,N/A
20445979,NA,Escalation,3 + 3,"An initial cohort of three patients was treated at each dose level. Dose escalation did not occur until the last patient treated in the previous cohort had been observed for one complete cycle of therapy. If no patients in a given cohort experienced a dose-limiting toxicity (DLT), the OSI-461 dose was escalated by 200 mg bid. If one patient in a given cohort experienced a DLT, three additional patients were enrolled at the same dose of OSI-461 and observed. If no additional DLTs were observed, then dose escalation continued. Once a second patient in a given cohort experienced a DLT, dose escalation was stopped, and the MTD was to be defined as the dose level below which C33% of patients experienced a DLT."
19774342,NA,Escalation,NA,"The MTD was defined as the highest dose tested in which none or only one patient experienced a DLT attributable to the study drug combination, when at least six patients were treated at that dose, or one dose level below the highest dose tested in which 2 or more patients experienced a DLT attributable to the study drug."
9849448,NA,Escalation,NA,N/A
18493824,NA,Escalation,modified Fibonacci,"Three patients were assigned to a dose of 200 mg/M2 of oxaliplatin, which is roughly 2.5 times the intravenous dose delivered to patients with metastatic colorectal cancer, to verify that this dose would be tolerated in patients with peritoneal carcinomatosis. We then proceeded to escalate to the next dose level of 250 mg/M2 after at least 10 days elapsed since the completion of the first cohort to rule out unacceptable DLT. Two of three patients demonstrated DLTs in this cohort, so 200 mg/M2 was considered the maximum tolerated dose (MTD)."
32816079,NA,Escalation,NA,"Therefore the MTD was defined as the dosage at which ≤ 1 of the 3 patients experienced a DLT during the first treatment course, assuming that 3 patients experienced a DLT at the next escalated dose."
33602685,NCT2379247,Escalation,3 + 3,"Phase I was a 3þ3 dose-escalation design (three dose levels of alpelisib: 250, 300, and 350 mg orally once daily, continuous dosing)with dose-limiting toxicities (DLT) assessed during the first treatmentcycle. If 2 or more of the 6 patients experienced a DLT, dosingescalation would cease and maximum tolerated dose (MTD) wouldbe reached. RP2D was the next lower dose at which <1 of 6 subjectsexperienced a DLT. Dose of alpelisib was not increased beyond 350 mgeven if MTD was not reached "
18394816,NA,Escalation,NA,"The dose-limiting toxicity (DLT) was considered reached when NCI- CTCv2.0 Grade 3 or 4 systemic toxicities developed in 3 of 6 patients. If EORTC/RTOG Grade 4 mucositis developed in all 3 patients in a cohort, then an additional 3 patients would be accrued in that cohort. The development of mucositis lasting more than 6 weeks after completion of all therapies was considered a Grade 4 systemic toxicity. After determination of DLT, the previous dose level was to be evaluated as the MTD in Phase II of the study. "
32037195,NCT01952249,Escalation,3 + 3,N/A
11281378,NA,Escalation,NA,Maximum tolerated dose (MTD) was defined as the highest dose level at which less than 50% of the cycles developed DLT.
16619562,NA,Escalation,NA,"The DLT was defined as any grade 3 or 4 toxicity, with a neutrophil count <500ml associated with fever persisting longer than 72 h, in 50% of the patients. Other grade 2-3 toxicities, in particular neurotoxicity, were also considered as DLT if observed in at least 50% of the patients. One dose level lower than that of DLT was defined as the MTD. Cohorts of a minimum of 3 patients were scheduled for entry at each dose level. The dose was escalated to the next higher level after all 3 patients had received at least 1 cycle."
7544169,NA,Escalation,NA,"If any of the first three patients at a given dose level developed DLT at first course, three additional patients were entered. If one third or more of the patients at a given dose level developed DLT at first course, the dose escalation was stopped and the dose was escalated at the lower level, which was considered the MTD."
11283925,NCT01810718,Escalation,3 + 3,"The MTD was defined as the dose level below that producing dose-limiting toxicity (DLT; i.e., any Grade 4 hematologic toxicity and/or nonhematologic toxicity >= Grade 3 except alopecia) in >=50% of patients."
17681103,NA,Escalation,3 + 3,"If DLT was seen in 1 of 3 patients treated at a given dose level, 3 additional patients were entered at the same dose level. If DLT was not evident in any of the 3 additional patients, doses were escalated. If DLT was seen in >= 1 of the 3 additional patients (ie, r 2 of the 6 patients entered at that dose level), the maximum tolerated dose (MTD) was considered to have been exceeded, further accrual at that dose level ceased, and all further accrual occurred at the preceding dose level to more fully assess the toxicities associated with the MTD. "
32520407,NCT00916630,Escalation,3 + 3, The MTD was defined as the dose level below which dose-limiting toxicity (DLT) was encountered in one-third of the patients
34256279,NCT01677559,Escalation,3 + 3,"In the part A dose escalation phase, 3 to 6 patients were treated at each dose level to ensure tolerability before the dose was escalated. If 0 of 3 patients experienced a dose limiting toxicity (DLT), then the dose was to be escalated. If 1 of 3 patients experienced a DLT, then a total of 6 patients would have been treated at that dose. If 2 patients experienced a DLT, then accrual would have been stopped at this level and the previous lower dose level would have been declared the MTD after treating a total of 6 patients with < 2 DLT at that level to ensure its tolerability."
29720734,NCT02044796,Escalation,NA,"The MTD was defined as the highest dose studied in which the incidence of DLTs was <33%. If ≤2/6 (33%) on one dose level had toxicity, six additional patients could be enrolled for further evaluation of that level."
15205208,NA,Escalation,NA,"At least three consecutive patients were treated at each dose level. If none of the three patients had DLT during the first cycle, patients in the next dose level were treated. If one of three patients had DLT, three additional patients were included at that dose level. If at least two patients had DLT, then dose escalation was stopped and that dose level was established as the MTD. An additional three or six patients were treated at the previous dose level, for a total of nine patients treated. If at this dose level, DLT did not occur in three or more of nine patients, this dose level was con- sidered the recommended dose for phase II studies."
17308894,NA,Escalation,NA,The MTD was deWned as the dose resulting in DLT during the Wrst cycle in at least two of six patients. The next lower DL was deWned as the dose that would be recommended for phase II trials (RD).
17538173,NA,Escalation,NA,The MTD was defined as the dose level immediately below that at which two or more patients experienced DLT during the first course of treatment
30889492,NCT02848443,Escalation,3 + 3,The MTD was defined as the highest dose level at which less than 33% of evaluable patients treated expe- rienced a DLT during cycle 1 or 2 of treatment.
34272090,NCT02788708,Escalation,3 + 3,Maximum tolerated dose (MTD) of lenvatinib mesylate when given with paclitaxel defined as the highest dose level with =< 1 dose limiting toxicities among 6 patients graded by CTCAE
15908652,NA,Escalation,NA,N/A
33975862,NCT02630199,Escalation,rolling-six design,"At the end of each dose cohort, the safety and tolerability data were reviewed for DLT evaluation and the decision whether to escalate the dose, de-escalate, and/or expand a cohort was made. A dose was considered non-tolerated and dose escalation ceased if ≥2 of up to 6 evaluable patients experienced a DLT at a dose level. "
31810960,UMIN 000010945,Escalation,NA,The MTD was defined as the dose level at which 2 out of 3-6 patients developed a DLT.
16142489,NA,Escalation,NA,"If three patients in one level tolerated therapy without DLT, MMC dose was increased to the next level. With one out of three patients in one level showing DLT, three further patients had to tolerate this level without DLT before the MMC dose could be escalated. When one out of three or two out of six patients in one level developed DLT, MMC dose escalation was stopped. The dose level under the level with DLT was set as the MTD."
33585999,NCT02041429,Escalation,3 + 3,The maximum tolerated dose (MTD)was identifed as the level below the cohort where DLToccured in≥two patients within the cohort.
31273010,NCT02316171,Escalation,3 + 3,The MTD was defined in the protocol as the highest intravesical CVA21 dose at which no more than one subject in each 3-subject cohort experienced a dose-limitingtoxicity (DLT).
10213209,NA,Escalation,NA,The MTD was defined as one dose level below that at which two of six patients developed DLT.
8157471,NA,Escalation,NA,"Dose-limiting toxicity (DLT) was defined as any of the following criteria occurring in three or more of five patients treated at a given dose level for course 1: 1) nadir ANC < 500 mm 3 lasting >= 5 days, 2) nadir platelet count of < 25000 mm 3 lasting >= 5 days, 3)nonhematologic toxicity grade 3, 4) evidence of cardiac toxicity documented by a drop in LVEF > 15% from baseline or development of any clinically significant cardiac abnormality, 5) delay of therapy >= 7 days due to toxicity. The maximum tolerated dose (MTD) was defined as the dose level below the dose at which dose limiting toxicity was observed."
18463792,NA,Escalation,3 + 3,The MTD was that dose level at which fewer than two of six (or33% of) patients experienced DLT)and the drug was able tobe administered on time to at least 75% of patients whocompleted at least three cycles of therapy.
10829050,NA,Escalation,modified Fibonacci schema,"If a DLT occurred in one or two of the initial three patients at any dose level, then an additional three patients were enrolled at the same dose level. Dose escalation was discontinued if DLT was observed in three of three or at least three of six patients, which defined the MTD. The recommended dose was to be the dose immediately below the MTD."
32918791,UMIN000012531,Escalation,3 + 3,N/A
11208839,NA,Escalation,NA,The MTD was defined as the dose level at which at least two of three or three of six patients experienced a DLT.
8656247,NA,Escalation,NA,N/A
10506618,NA,Escalation,NA,"Three patients were entered at dose level 1. To increase the accuracy of the DLT, four patients were entered at each dose level starting at dose level 2. The dose was escalated if three or more of the first four patients did not exhibit the DLT. If the DLT was exhibited in four patients, the study was withdrawn. If the DLT was seen in two or three of the first four patients, five patients were entered at this cohort level. If the DLT was seen in three of nine patients, the dose was escalated. If the DLT was seen in six of nine patients, the study was withdrawn. If the DLT was seen in four or five of these nine patients, six patients were entered at this cohort. If the DLT was seen in seven or fewer of 15 patients, the dose was escalated. If DLT was seen in eight or more of 15 patients, the study was withdrawn. The study was initially designed to accrue until the DLT was encountered in six or more of nine patients, or seven or more of 15 patients in two treatment courses; the previous dose level would then be defined as the MTD for the subsequent phase II trial."
32803633,NCT01973309,Escalation,3 + 3,The maximum tolerated dose(MTD) was defned as the highest dose level at which<2 of 6 evaluable patients experienced dose-limiting toxicity (DLT) or any grade fragility fracture.
34781168,NCT01980277,Escalation,continual reassessment method,MTD was defined as the highest DL not causing DLT in more than 33% of the treated patients. MTD or a lower dose was selected as the RP2D according to the decision of the study steering committee and was used in the phase II part. 
22781384,NCCCTS-09-387,Escalation,3 + 3,N/A
25504632,NCT00866528,De-escalation,3 + 3,"The maximum tolerated regimen (MTR) was defined as the highest combined dose of pazopanib and paclitaxel in which 1 of 6 patients experienced a DLT; once the MTR was reached, 6 additional patients were treated at the MTR"
20091169,NA,Escalation,3 + 3," The maximum-tolerateddose was defined as the highest dose level at which nomore than 1 of 6 patients experienced DLT in both cycles1 and 2, as paclitaxel was only given on days 1 and 15 incycle 1."
22832803,NA,Escalation,modified Fibonacci scheme,"If two of three (or six) patients experienced dose-limiting toxicity (DLT) at a given dose level, the MTD was defined as the highest dose level at which no more than one of six patients had experienced a (DLT). "
26433959,ChiECRCT2014025,Escalation,NA,"MTD was defined as the dose of paclitaxel and cisplatin that caused DLT in less than one of the three patients, or less than two patients in a six-patient cohort."
28477227,NA,Escalation,3 + 3,MTD was defned as the dose level below the lowest dosethat induces DLT in at least one-third of patients (at least 2of a maximum of 6 new patients).
25073954,UMIN000009046,Escalation,3 + 3,"Based on the occurrence of DLTs during Cycle 1 of theprotocol regimen, the MTD/RD of nab-PTX and CPA wasdetermined. In principle, the RD was defined as a dose onelevel lower than the MTD; however, considering thetreatment continuation rate of patients in Cycle 2 orthereafter, the RD of nab-PTX and CPA was to be determined through a discussion with the Data and SafetyMonitoring Committee"
21406471,NA,Escalation,3 + 3,The MTD for the phase II study was defined accordingly as the dose level immediately below the dose at which two or more patients experienced a DLT. 
22695940,NA,Escalation,NA,The maximal tolerated dose (MTD) was defined as the dose of DHP107 that produced DLT in two or more of six patients.
19738417,NA,Escalation,NA,Dose-limiting toxicity (DLT) was defined by the occurrence of one or more events in two or more patients in a 3–6 patient cohort within the first 28 d of therapy. The maximally tolerated dose (MTD) was defined as the dose level immediately below the level at which DLT was documented.
30623229,NCT00825201,Escalation,3 + 3,The MTD was defined as <2 patients out of six with a DLT and required at least six patients to be treated at that dose. 
27998970,NCT01281852,Escalation,3 + 3,The MTDwas to be estimated by the highest DL at which < 2 patients (amongst 6) expe-rienced a DLT. 
30876442, NCT02429622,Escalation,NA,"At each dose level, a minimum of three patients were treated and observed for at least three months after completion of treatment. If DLT was not present, the escalation process wound continue to next dose level. In case DLT was observed in two or more patients, the dose escalation would be terminated and MTD was determined as the former dose level. If only one patient developed DLT, then another three patients would be accrued at the same dose level. In case of further DLT present, the escalation process would be terminated and the previous dose level was then determined as MTD."
19010522,NA,Escalation,NA,The MTD was to be defined as the dose level at which ≤ 1 patient (among 6) experienced a DLT.
30945121,NA,Escalation,NA,"DLTs were evaluated in 6 patients at each poziotinib dose level. If DLT was observed in≤1 patient, dose escalation was continued to the next dose level. If DLT was observed in ≥2 patients, dose escalation was stopped and the MTD was determined as the highest level at which DLT occurred in ≤1 patient."
28196905, NCT02890511,Escalation,NA,N/A
